POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA3237,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,9,23,18,7,12,27,3,17,4,119
POA3238,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,31,23,8,7,22,5,22,0,135
POA3239,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,8,15,35,21,23,33,37,0,41,7,214
POA3240,4,11,0,0,8,12,0,12,0,49,4,4,3,0,6,5,3,4,6,32,65,211,133,113,180,239,64,177,15,1196
POA3241,5,5,5,7,11,5,4,3,0,35,4,4,5,4,8,6,4,9,17,59,105,224,150,137,230,294,75,219,37,1468
POA3242,0,0,0,0,5,4,0,0,0,15,3,3,0,9,4,0,0,0,4,15,30,83,59,50,62,100,19,62,11,475
POA3243,0,0,0,0,0,0,0,0,0,3,0,3,5,0,8,3,0,0,0,16,6,28,28,11,36,42,13,46,0,215
POA3249,0,9,14,3,7,10,0,3,0,45,7,10,10,3,10,10,7,7,20,78,100,282,222,131,258,269,96,331,49,1727
POA3250,15,42,18,11,42,43,14,30,7,227,17,27,16,14,40,29,5,21,51,215,337,960,665,470,1229,1116,383,649,113,5923
POA3251,0,3,0,0,5,0,0,0,0,9,0,5,0,0,0,3,0,5,4,11,15,43,18,25,46,56,17,55,4,283
POA3254,0,0,0,5,7,0,0,0,0,9,0,0,4,0,0,3,0,0,0,11,13,28,13,16,31,33,10,22,9,172
POA3260,3,8,0,7,13,12,0,9,0,59,0,10,8,0,11,14,6,4,16,78,95,341,242,173,299,404,126,460,56,2203
POA3264,6,4,0,4,3,13,0,11,0,50,0,15,4,3,3,7,0,0,16,49,60,152,96,96,154,187,65,164,33,1008
POA3265,3,7,3,4,3,4,0,4,3,34,0,4,4,6,8,10,5,7,16,54,60,220,153,113,174,227,103,414,58,1525
POA3266,0,3,4,0,8,4,3,3,3,30,0,10,6,4,6,15,3,9,20,61,70,196,146,101,170,273,87,330,55,1441
POA3267,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,7,14,12,4,14,17,5,44,0,120
POA3268,4,8,11,0,3,8,0,0,0,44,4,6,6,0,7,10,0,11,22,61,62,190,156,97,140,211,70,349,52,1327
POA3269,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,3,0,6,5,20,26,68,42,27,34,54,18,80,17,369
POA3270,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,16,17,27,24,10,15,25,9,30,3,156
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,12,8,4,11,0,34,5,89
POA3272,4,3,0,0,0,5,0,0,0,19,0,0,0,0,0,0,5,0,6,16,38,116,82,59,86,117,43,114,18,677
POA3273,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,6,8,0,19,3,19,0,70
POA3274,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,18,8,4,9,20,3,32,5,107
POA3275,3,0,6,0,7,3,0,0,0,18,0,0,0,0,0,4,0,0,0,8,20,29,28,16,55,64,17,32,5,273
POA3276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,5,8,27,39,13,21,44,15,54,5,234
POA3277,0,6,5,3,7,10,0,7,6,48,7,0,3,0,5,8,0,3,7,36,50,142,106,63,142,185,65,172,40,971
POA3278,0,3,5,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,10,19,26,12,27,38,8,28,8,183
POA3279,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,9,33,9,15,19,24,9,43,3,168
POA3280,34,101,87,46,116,105,20,54,5,572,23,71,51,22,87,101,21,58,98,525,893,2711,1984,1437,3284,3166,942,1532,226,16169
POA3281,3,6,3,3,12,9,0,13,0,52,7,3,4,0,4,6,5,4,6,38,53,168,112,88,147,206,53,180,17,1022
POA3282,4,11,10,3,12,9,0,5,0,56,0,8,8,4,9,16,0,0,16,63,79,194,168,105,199,220,60,139,40,1213
POA3283,0,3,0,6,0,3,0,0,0,22,0,10,0,0,4,9,0,3,13,41,40,111,88,69,92,152,42,134,26,745
POA3284,5,12,10,3,5,3,0,3,0,42,0,7,0,5,3,8,0,3,12,46,128,306,222,132,203,298,102,218,35,1646
POA3285,0,4,4,0,4,4,0,0,0,19,0,0,0,5,3,5,0,3,3,20,27,97,62,48,99,128,32,135,8,634
POA3286,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,6,7,6,39,24,24,33,39,16,68,9,248
POA3287,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,18,27,27,16,23,40,20,66,7,241
POA3289,5,0,0,0,0,3,0,0,0,10,3,0,0,8,0,0,0,0,4,11,23,41,50,18,42,60,22,81,7,340
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,6,11,4,17,0,76
POA3293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,16,21,13,18,28,15,55,7,169
POA3294,0,0,5,0,0,0,0,0,0,3,0,9,5,0,5,0,0,0,4,16,29,82,59,31,58,88,40,115,14,513
POA3300,9,33,23,16,29,42,8,24,3,189,10,30,18,4,30,25,9,19,30,173,281,731,596,420,849,972,253,547,83,4734
POA3301,0,9,0,0,4,4,0,0,0,14,0,9,0,0,0,4,0,7,7,29,33,107,76,55,70,125,33,189,19,708
POA3302,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,18,23,22,42,8,40,7,188
POA3303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,11,5,12,17,7,30,29,5,40,0,153
POA3304,0,5,4,0,10,3,3,6,0,29,5,7,0,3,6,20,4,5,24,67,54,147,150,90,192,217,64,222,47,1181
POA3305,11,36,27,31,45,51,9,23,0,233,16,42,11,12,21,39,8,23,57,231,369,1022,699,490,1007,1176,279,663,110,5831
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,7,4,9,3,5,10,6,43
POA3310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,15,5,8,14,6,25,6,111
POA3311,0,5,0,0,5,10,5,0,0,24,0,0,0,0,8,7,0,5,9,20,43,84,84,59,91,124,44,103,24,646
POA3312,0,3,0,0,0,4,0,0,0,8,0,5,0,0,0,6,0,3,6,26,25,75,53,43,59,90,28,139,14,530
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,20,35,31,24,25,57,21,78,14,297
POA3315,0,3,0,0,3,3,0,0,0,14,4,5,0,0,3,3,0,4,5,36,23,106,91,59,84,153,50,181,19,774
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,10,12,8,13,0,24,6,97
POA3318,0,0,4,3,0,5,0,0,0,10,5,3,0,0,0,3,0,0,7,21,29,74,64,46,61,129,29,98,9,540
POA3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,33,19,21,19,47,8,40,0,192
POA3321,0,3,3,0,0,6,0,5,0,27,0,0,0,5,0,0,0,4,7,18,48,163,112,66,127,213,50,141,16,939
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,5,10,12,5,10,0,69
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,3,10,17,0,50
POA3324,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,0,13,3,52,28,22,26,52,11,72,9,267
POA3325,0,0,3,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,3,7,3,29,36,12,18,23,15,49,5,193
POA3328,5,9,6,3,11,11,6,0,0,43,4,6,4,0,12,10,7,9,7,55,87,186,109,86,221,240,66,137,24,1158
POA3329,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,17,26,13,16,25,36,12,25,5,166
POA3330,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,8,12,11,4,19,18,6,22,0,99
POA3331,12,20,13,6,28,38,7,19,0,151,5,19,7,8,16,33,6,20,24,136,220,561,408,287,667,755,205,440,53,3597
POA3332,0,3,4,0,6,8,6,0,0,29,0,4,0,0,3,8,4,0,0,27,48,80,78,52,110,112,24,85,10,600
POA3333,0,7,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,10,12,21,49,36,30,67,86,16,88,20,408
POA3334,0,3,0,0,0,4,0,0,0,7,0,0,4,0,0,0,0,7,0,12,14,49,25,8,40,63,14,50,4,264
POA3335,7,16,23,9,27,19,7,8,3,118,0,18,13,9,43,35,5,16,47,193,148,318,345,237,822,719,160,252,102,3108
POA3336,15,49,32,19,65,56,11,22,7,267,6,29,29,19,117,78,12,27,87,407,438,904,959,689,2320,2209,454,728,191,8887
POA3337,58,80,87,39,153,143,28,65,4,666,43,92,58,59,194,180,35,58,200,915,965,2239,1814,1350,4018,3499,889,1629,432,16839
POA3338,29,92,65,27,140,107,27,43,4,540,32,65,69,48,208,153,22,46,159,804,697,1868,1689,1131,3906,3354,761,1418,335,15173
POA3340,34,78,74,37,112,95,23,59,0,508,24,47,34,27,96,128,15,62,113,546,644,1676,1274,937,2458,2810,780,1615,272,12468
POA3341,0,9,5,0,9,9,3,0,0,48,0,5,4,3,10,8,3,9,10,49,47,113,107,63,161,184,62,125,22,891
POA3342,4,7,9,5,24,11,10,6,0,67,3,4,4,7,6,22,7,8,15,68,120,253,202,130,368,395,119,250,48,1884
POA3345,0,0,0,3,6,10,0,0,0,19,3,6,6,0,5,4,0,3,9,33,49,99,70,50,125,153,41,90,17,695
POA3350,65,179,134,99,179,174,46,96,11,992,45,100,73,46,152,156,43,97,180,884,1782,5060,3999,2787,6286,6235,1927,3385,379,31839
POA3351,11,30,26,18,38,32,15,18,6,183,4,19,10,6,43,41,9,23,44,203,239,641,522,369,801,957,232,557,101,4427
POA3352,15,56,41,22,66,72,22,63,3,368,18,35,23,24,63,56,22,40,56,339,515,1389,1117,810,1671,1858,605,1415,135,9517
POA3355,14,30,20,9,46,37,11,11,0,173,23,31,15,13,52,46,12,21,42,242,303,807,644,428,1047,923,246,430,102,4929
POA3356,13,41,45,13,80,51,5,22,3,282,15,36,15,13,64,37,13,21,49,261,350,1027,846,612,1473,1180,286,499,119,6389
POA3357,9,6,9,4,10,10,0,0,0,50,3,6,5,3,3,3,0,4,12,43,120,260,216,147,312,338,96,241,23,1753
POA3358,6,4,7,5,21,12,3,8,0,77,4,6,5,5,12,11,7,6,14,67,96,249,221,165,423,401,116,178,17,1874
POA3360,0,4,0,0,6,0,0,0,0,13,0,0,0,3,0,3,0,4,5,19,14,37,37,32,66,62,13,53,8,328
POA3361,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,6,35,32,23,25,50,13,62,11,254
POA3363,3,9,9,6,15,24,8,7,0,76,3,13,3,4,4,17,4,8,4,57,97,247,179,141,236,258,78,163,27,1430
POA3364,0,8,3,6,9,3,0,4,0,38,4,8,3,8,7,11,0,6,13,53,64,154,122,110,144,209,64,195,34,1088
POA3370,9,4,0,0,9,3,0,3,0,30,0,5,0,0,9,3,0,4,7,32,55,108,91,72,139,120,31,80,21,720
POA3371,4,0,0,0,0,0,0,4,0,13,0,5,5,0,0,0,0,0,3,23,35,58,49,36,65,65,18,41,4,388
POA3373,0,3,3,3,8,9,3,8,0,39,4,9,4,0,10,5,0,6,22,51,68,176,101,74,166,196,57,146,34,1025
POA3374,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,17,31,15,17,43,37,9,36,7,209
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,17,9,16,16,7,28,0,114
POA3377,7,20,26,9,27,17,3,7,0,127,10,21,6,8,18,16,3,10,28,123,226,572,411,376,758,846,212,439,75,3917
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,5,3,12,3,37,0,82
POA3379,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,9,54,36,32,25,55,26,97,7,341
POA3380,4,9,7,3,12,17,3,4,0,58,8,10,9,3,11,12,5,12,21,80,157,407,272,251,512,525,125,314,50,2624
POA3381,0,7,0,0,0,0,3,0,0,14,5,0,0,0,0,0,0,0,3,13,69,112,87,54,109,104,28,80,14,665
POA3384,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,31,30,17,38,47,16,54,5,252
POA3385,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,7,17,11,41,33,12,21,38,9,56,9,246
POA3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,13,3,23,27,8,47,8,154
POA3388,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,5,15,31,25,24,24,51,15,47,3,230
POA3390,0,7,0,5,0,3,0,0,0,17,0,0,0,0,3,0,0,0,4,16,9,65,38,36,61,83,23,59,13,375
POA3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,16,13,10,8,14,0,19,4,83
POA3392,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,30,39,14,34,30,12,45,10,229
POA3393,5,8,10,0,12,10,4,3,0,41,0,3,0,0,3,11,0,5,15,31,72,157,132,95,177,226,50,150,29,1086
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,15,8,5,34,8,32,6,151
POA3396,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,10,17,48,44,26,24,63,13,52,6,293
POA3400,18,46,33,19,73,70,20,22,3,299,11,27,16,17,44,39,5,18,52,228,361,998,774,685,1513,1441,396,681,126,6972
POA3401,4,12,10,6,21,27,4,19,0,103,3,12,5,13,6,19,4,9,14,86,111,360,283,210,428,505,144,417,37,2506
POA3407,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,11,28,16,13,23,41,7,61,3,205
POA3409,0,0,5,3,7,5,0,0,0,22,0,0,0,0,0,4,0,0,7,16,32,81,51,56,64,101,18,116,17,534
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,6,12,20,12,23,8,118
POA3413,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,12,8,9,14,22,8,31,0,113
POA3414,0,3,0,0,5,0,0,0,0,10,0,0,0,0,4,4,3,5,8,23,28,90,63,66,144,120,34,102,12,654
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,6,5,9,0,26
POA3418,3,4,4,4,9,12,4,6,0,41,4,4,4,3,18,8,0,4,9,51,67,146,144,134,238,300,66,243,23,1351
POA3419,0,0,0,0,4,0,0,7,0,14,0,0,3,0,0,0,0,0,7,18,20,62,36,30,41,80,21,102,9,413
POA3420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,3,18,16,4,13,21,9,58,0,150
POA3423,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,27,12,17,21,29,3,39,0,154
POA3424,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,0,8,20,4,43,32,26,34,52,20,68,12,290
POA3427,6,15,20,4,22,33,16,13,0,130,8,9,10,4,34,26,0,11,22,127,170,323,334,196,767,750,170,295,53,3062
POA3428,0,0,0,3,8,3,0,0,0,12,0,6,0,0,3,0,0,0,3,10,15,50,33,32,67,77,12,33,8,321
POA3429,66,123,79,48,139,150,50,81,16,751,27,86,45,41,159,157,27,84,125,754,1151,2644,2147,1555,4369,4470,1295,2139,273,20046
POA3430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,16,16,11,25,37,10,21,8,154
POA3431,7,13,15,3,12,17,8,15,0,92,4,7,11,0,23,17,0,10,16,87,126,319,280,186,413,498,150,275,39,2289
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,6,10,14,21,7,15,8,95
POA3433,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,8,0,9,4,17,14,14,9,24,7,21,0,109
POA3434,11,19,24,7,30,30,13,25,4,158,3,20,6,8,27,34,3,20,19,143,193,433,336,211,550,703,220,423,51,3123
POA3435,11,12,12,5,16,23,0,8,0,83,5,5,4,0,8,11,3,10,11,58,99,225,181,124,267,321,101,221,28,1578
POA3437,18,38,25,21,26,36,5,43,3,218,7,30,13,15,34,51,12,22,22,203,299,953,604,473,1011,1259,394,815,104,5911
POA3438,0,8,9,0,8,9,4,7,0,41,0,9,7,0,3,3,4,7,0,32,66,208,132,105,176,263,85,177,11,1229
POA3440,0,5,6,4,0,4,0,3,0,24,0,6,7,4,4,11,4,11,0,41,68,174,126,84,127,206,65,143,13,1014
POA3441,5,3,0,0,3,0,3,0,0,16,0,4,0,9,0,3,0,8,6,30,50,102,75,45,101,153,43,123,19,708
POA3442,7,25,15,18,8,18,3,14,0,115,16,28,8,4,15,26,8,21,17,142,261,684,455,376,547,862,261,553,60,4053
POA3444,11,31,12,20,27,35,11,18,0,171,5,32,12,9,25,27,11,19,27,167,293,806,538,455,696,940,273,690,78,4763
POA3446,0,0,5,6,6,0,0,0,0,13,0,0,6,0,0,4,3,0,4,20,26,98,69,60,84,108,27,52,0,535
POA3447,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,11,17,47,30,21,29,42,8,30,15,253
POA3448,0,3,0,6,3,5,0,0,0,19,0,0,0,0,0,6,0,0,0,17,48,86,68,38,67,79,21,64,3,468
POA3450,4,14,16,17,13,9,7,6,0,85,5,24,11,11,16,23,6,14,11,110,149,568,476,329,417,479,127,272,38,2836
POA3451,4,12,13,9,18,23,9,12,0,112,9,15,14,12,16,15,0,4,10,94,149,527,398,286,384,480,136,275,41,2682
POA3453,4,4,5,0,0,10,0,0,0,31,0,0,3,0,0,4,0,5,5,27,56,147,133,92,114,180,42,109,30,903
POA3458,4,4,4,3,3,0,0,0,0,26,5,5,4,5,4,3,0,4,0,37,81,171,149,99,142,181,61,152,19,1059
POA3460,0,7,5,0,5,4,0,5,0,36,3,9,3,0,9,9,0,6,9,54,54,245,181,123,186,194,59,119,14,1178
POA3461,0,16,10,4,8,8,0,7,0,58,7,19,12,4,8,11,3,9,10,84,147,420,303,195,273,343,129,274,38,2119
POA3462,0,0,4,0,5,3,0,0,0,15,5,3,0,0,0,6,0,4,3,20,30,94,92,54,71,90,19,56,24,522
POA3463,3,3,0,0,6,6,0,3,0,34,9,4,3,5,4,7,0,3,9,46,69,181,148,103,159,184,50,141,25,1060
POA3464,0,5,5,0,5,3,0,3,0,19,4,4,0,0,0,3,0,0,5,18,23,107,59,43,83,84,30,57,14,512
POA3465,10,23,13,10,24,16,7,22,0,134,12,15,10,7,32,30,5,18,27,157,193,623,429,365,712,631,151,354,85,3536
POA3467,0,0,0,0,0,4,0,3,0,17,0,0,4,0,8,8,3,0,10,25,31,64,67,51,65,79,22,79,13,469
POA3468,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,14,5,17,13,16,16,21,8,17,4,115
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,10,6,13,17,4,24,7,91
POA3472,3,3,7,0,3,6,0,0,0,14,3,5,8,3,5,5,5,0,10,37,40,68,73,36,61,78,22,54,11,437
POA3475,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,3,4,15,15,7,9,22,9,28,4,114
POA3477,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,20,52,43,32,43,57,21,105,9,378
POA3478,3,4,0,6,9,8,6,0,0,32,7,6,3,3,5,4,0,3,0,33,60,166,140,89,184,181,54,130,19,1026
POA3480,0,3,0,0,4,3,4,4,0,27,7,5,0,0,3,12,0,3,8,31,29,131,75,67,91,173,46,154,19,781
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,10,5,18,0,60
POA3483,0,3,0,3,3,4,0,0,0,19,0,9,0,0,0,3,0,0,8,18,17,64,49,38,51,77,20,99,17,436
POA3485,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,9,12,8,7,21,8,30,3,108
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,3,3,5,5,9,0,41
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,0,3,13,0,40
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,9,0,23
POA3490,4,0,0,0,0,5,0,0,0,21,0,0,3,0,3,7,0,3,4,27,28,66,50,56,60,123,24,126,15,550
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,6,5,7,3,22,0,57
POA3494,0,0,0,0,5,0,0,0,0,8,0,0,0,0,5,0,0,0,6,18,4,23,28,25,69,66,17,59,18,314
POA3496,8,15,16,16,18,32,9,10,0,131,9,18,12,9,20,28,3,13,31,149,130,369,332,258,578,559,160,384,83,2847
POA3498,8,16,21,12,34,24,6,13,0,133,7,26,16,3,28,21,6,11,38,170,136,409,321,220,617,617,151,374,90,2928
POA3500,31,78,49,36,128,102,16,45,8,498,37,68,59,44,114,96,28,42,193,688,705,1983,1682,1275,3562,2835,790,1578,391,14809
POA3501,8,5,5,4,6,6,0,11,0,38,3,7,7,0,9,7,5,4,6,51,65,135,109,85,205,216,59,200,31,1104
POA3505,3,16,13,0,29,22,10,10,3,99,5,4,10,7,20,13,0,11,39,112,122,306,242,180,433,432,113,263,69,2170
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,7,3,0,4,3,0,51
POA3509,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,12,12,14,11,20,8,21,0,104
POA3512,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,11,28,18,14,24,23,17,52,0,178
POA3515,6,4,4,0,15,17,0,0,0,53,0,13,8,0,7,7,3,4,3,54,76,160,164,95,268,290,80,140,25,1299
POA3516,0,7,4,0,0,0,0,0,0,13,0,0,6,0,0,4,0,4,4,16,15,59,46,18,55,76,20,64,22,371
POA3517,0,0,0,0,0,0,0,4,0,14,0,0,4,0,6,4,0,5,15,43,31,66,73,59,85,82,20,100,26,538
POA3518,0,5,0,0,3,0,0,0,0,5,0,5,0,0,4,3,0,0,6,19,31,83,41,34,61,77,14,104,14,456
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,4,5,0,30
POA3521,0,0,0,0,3,4,0,0,0,7,4,0,0,0,0,0,0,3,8,20,28,45,51,20,69,91,22,45,9,377
POA3522,0,0,0,0,0,6,0,0,0,7,6,0,0,0,0,0,0,3,3,9,11,21,17,17,16,33,9,32,6,157
POA3523,3,12,5,0,9,15,6,10,0,54,5,14,5,3,7,6,0,11,18,75,80,228,193,120,229,256,82,178,36,1410
POA3525,0,0,0,0,0,3,0,3,0,12,3,0,0,0,7,10,0,0,0,21,17,104,67,30,68,91,39,126,5,558
POA3527,0,0,0,0,0,4,0,3,0,12,0,3,0,0,0,0,0,0,3,7,17,47,39,25,37,57,12,77,9,311
POA3529,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,15,4,19,0,60
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,6,10,3,16,0,59
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,13,9,8,20,3,17,0,80
POA3533,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,7,13,8,46,37,21,41,55,12,64,8,302
POA3537,0,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,16,27,69,43,41,48,70,23,83,10,412
POA3540,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,9,14,7,6,18,3,25,3,100
POA3542,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,9,0,3,0,5,10,10,3,17,0,60
POA3544,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,5,19,11,4,11,25,7,35,0,114
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,22,15,10,16,32,12,49,5,171
POA3549,0,4,4,9,3,5,5,8,0,36,9,21,10,10,36,24,7,9,48,173,60,232,136,119,409,282,107,235,89,1670
POA3550,36,143,92,41,137,113,26,71,7,662,25,76,53,34,104,92,14,65,120,586,1078,3157,2449,1835,4139,3502,1008,2039,256,19460
POA3551,37,118,80,46,119,142,32,86,4,665,15,70,46,32,81,110,22,72,115,574,1033,2686,2132,1563,3454,3494,1035,2187,248,17829
POA3555,21,57,45,35,76,75,11,32,0,364,15,44,26,14,84,65,12,30,49,352,476,1387,1100,869,2099,1714,488,839,129,9108
POA3556,18,44,34,13,60,49,16,14,0,246,21,30,26,18,50,58,11,19,62,290,379,915,735,557,1377,1123,315,568,127,6108
POA3557,3,0,3,0,5,0,0,5,0,17,0,0,0,0,0,0,0,0,4,7,17,66,52,30,70,75,28,72,8,426
POA3558,0,4,3,0,0,9,0,6,0,24,0,4,0,4,4,0,0,4,4,20,23,61,31,30,64,68,18,71,14,365
POA3559,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,3,4,0,4,9,13,44,26,17,29,47,14,76,6,262
POA3561,4,20,8,3,10,29,8,8,0,94,11,7,0,0,11,6,5,8,22,83,107,299,212,151,271,333,111,395,54,1933
POA3562,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,16,14,12,15,34,4,23,0,126
POA3563,0,0,0,0,3,0,5,4,0,9,0,0,0,0,4,4,0,3,3,17,24,62,44,23,38,52,27,88,17,369
POA3564,16,70,52,25,61,66,18,33,5,350,16,41,25,11,46,48,11,29,56,280,491,1157,996,690,1560,1516,437,942,148,7929
POA3565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,11,5,0,7,14,5,14,0,63
POA3566,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,6,7,8,7,36,37,22,32,47,11,55,17,270
POA3567,0,0,3,4,0,0,0,3,0,11,0,0,0,0,0,7,0,0,3,17,11,39,38,27,48,65,25,79,7,327
