POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA6335,23,9,8,13,7,11,11,10,0,89,171,64,110,97,81,109,87,25,12,758
POA6336,12,6,3,5,8,9,3,0,0,50,73,23,53,39,48,61,35,7,0,343
POA6337,23,13,10,17,18,14,4,0,0,96,136,53,77,81,71,82,32,10,0,545
POA6338,8,5,0,8,12,5,9,3,0,54,143,47,67,89,93,114,119,39,6,730
POA6341,0,0,0,4,0,3,0,0,0,18,63,33,23,42,40,25,18,10,0,260
POA6343,10,4,7,6,10,3,3,4,0,45,57,11,31,35,43,24,15,7,0,231
POA6346,15,15,9,13,19,18,11,0,0,99,149,84,126,109,133,121,67,27,15,832
POA6348,16,6,18,10,14,26,18,9,0,119,210,45,146,134,140,172,153,84,16,1115
POA6350,16,8,9,0,12,4,17,3,0,72,62,21,35,34,48,45,55,34,0,335
POA6351,0,0,0,5,0,0,0,0,0,12,15,6,0,10,7,10,9,0,0,57
POA6352,11,4,3,9,3,13,0,0,0,45,37,9,19,27,16,26,17,7,0,172
POA6353,7,7,3,3,5,16,5,6,6,60,152,88,98,90,100,116,74,52,9,786
POA6355,9,5,3,7,13,5,6,0,0,45,87,26,47,75,69,72,49,15,4,441
POA6356,0,0,0,4,3,0,0,0,0,15,21,9,5,24,26,16,8,0,0,115
POA6357,0,0,5,0,5,0,3,0,0,13,6,5,7,8,9,4,10,0,0,60
POA6358,3,3,0,4,4,0,0,4,0,18,25,17,12,10,21,13,9,11,5,105
POA6359,19,0,10,10,10,17,8,4,5,81,83,28,37,82,62,56,50,27,14,439
POA6361,0,5,4,0,3,10,5,0,0,22,15,14,11,13,16,21,9,6,0,102
POA6363,4,0,0,0,9,0,0,0,0,13,17,6,7,11,21,7,6,5,0,93
POA6365,16,0,10,9,5,13,7,0,0,54,119,30,57,75,64,85,73,35,8,538
POA6367,5,10,7,3,0,7,6,4,0,37,51,29,31,33,49,66,50,18,6,332
POA6368,0,4,5,0,0,0,3,3,0,15,24,3,12,12,4,11,11,8,0,85
POA6369,21,4,12,10,16,20,13,13,14,129,118,37,81,55,89,99,78,61,37,656
POA6370,21,9,11,8,10,19,5,7,4,96,102,28,54,39,48,84,49,38,6,457
POA6372,6,0,0,5,0,0,3,3,0,18,16,7,7,11,13,19,16,13,7,105
POA6373,0,0,0,0,0,0,0,0,0,3,13,8,9,11,17,11,10,0,0,82
POA6375,12,7,11,8,13,8,14,6,7,75,151,74,87,101,95,114,142,66,42,880
POA6383,41,12,24,20,39,51,49,24,7,271,150,47,83,79,108,160,189,81,39,935
POA6384,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,0,0,25
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,20
POA6386,13,13,4,8,3,8,12,0,0,51,17,19,8,16,15,20,12,0,0,114
POA6390,32,15,24,15,28,32,21,10,0,179,369,121,185,208,232,261,191,86,20,1673
POA6391,28,11,8,22,12,14,23,12,3,128,220,72,107,151,129,151,119,72,17,1040
POA6392,29,0,8,14,0,8,0,4,3,74,74,31,32,51,59,79,55,35,15,432
POA6393,5,0,0,0,0,3,4,0,0,21,30,8,8,9,15,21,19,6,0,119
POA6394,11,3,5,3,10,15,8,3,0,66,74,34,29,49,87,83,75,42,8,477
POA6395,33,8,14,22,15,30,14,19,0,163,316,112,154,214,168,249,172,110,53,1543
POA6396,0,0,3,3,11,9,3,4,0,33,59,24,32,52,59,69,35,19,3,353
POA6397,5,0,0,0,3,0,4,0,0,13,13,4,4,7,24,11,17,4,0,92
POA6398,6,0,5,4,8,6,7,3,0,38,55,22,29,38,80,121,115,76,13,552
POA6401,225,163,228,222,179,144,92,63,34,1345,1509,937,932,966,1045,1187,1000,506,203,8283
POA6403,0,3,0,0,0,10,0,0,0,14,18,17,11,21,18,36,23,17,0,158
POA6405,8,5,6,7,5,5,9,0,0,41,77,31,32,56,27,52,51,17,5,338
POA6407,19,6,11,16,12,5,9,5,3,80,182,168,120,98,111,106,101,44,26,960
POA6409,13,3,8,7,10,13,8,4,0,57,75,34,45,37,64,69,40,25,6,386
POA6410,13,13,7,13,20,21,16,10,6,105,129,86,79,103,121,161,126,101,46,949
POA6411,0,0,4,4,4,5,0,0,0,26,12,12,15,11,24,27,20,11,0,133
POA6412,0,3,4,0,4,3,3,0,0,17,12,9,3,7,9,13,4,0,0,59
POA6413,3,0,0,6,0,0,0,0,0,12,3,3,7,12,10,14,13,4,0,59
POA6414,0,0,5,0,4,0,0,4,0,17,19,5,13,4,9,14,14,3,0,75
POA6415,69,39,50,51,39,57,40,21,5,360,527,310,348,325,334,394,307,146,69,2771
POA6418,11,8,12,9,13,18,20,21,6,112,142,57,65,85,79,93,130,69,24,742
POA6419,0,0,0,0,3,0,0,0,0,8,8,8,9,0,15,11,0,5,0,51
POA6420,3,0,3,0,0,3,0,0,0,8,15,3,16,8,12,12,9,6,3,77
POA6421,6,5,4,6,3,0,0,0,0,30,36,22,14,26,25,20,25,4,3,168
POA6422,0,0,5,0,0,0,0,0,0,9,20,5,7,9,10,9,0,5,0,64
POA6423,0,0,4,3,0,0,3,4,0,16,17,9,13,12,14,36,29,18,8,146
POA6424,0,0,4,0,0,3,3,0,0,6,11,6,8,8,11,22,7,0,0,72
POA6425,0,0,4,0,0,0,0,0,0,3,8,3,18,9,11,20,8,3,0,83
POA6426,9,8,31,32,36,27,12,3,7,168,90,49,125,139,174,155,105,45,15,894
POA6427,0,4,17,3,13,6,4,0,0,52,0,6,32,7,32,14,6,0,0,93
POA6428,4,0,0,0,7,4,0,0,0,17,11,6,6,6,19,9,3,0,0,56
POA6429,36,24,31,40,41,43,18,3,0,237,149,87,109,112,167,174,121,34,4,967
POA6430,485,295,397,360,340,279,146,60,28,2384,4927,2688,3641,3310,2905,2477,1276,521,173,21920
POA6431,16,30,49,36,19,11,4,0,0,178,130,158,193,183,133,90,32,12,0,935
POA6432,325,220,285,256,221,192,88,23,4,1618,1540,887,1105,1035,986,922,493,151,26,7150
POA6434,3,9,29,23,7,8,0,0,0,83,7,24,61,49,18,13,3,0,0,184
POA6436,0,6,7,11,7,9,7,0,0,49,16,21,17,29,20,29,25,3,0,153
POA6437,37,43,52,47,31,24,4,0,0,234,159,120,155,135,90,65,18,0,0,747
POA6438,18,39,97,54,45,31,11,8,0,311,100,84,193,125,120,117,65,26,3,837
POA6440,27,42,137,95,99,70,14,0,0,491,133,136,323,236,223,207,56,11,5,1333
POA6442,124,81,89,102,81,63,36,13,5,589,541,316,338,352,361,328,173,52,12,2472
POA6443,27,20,30,12,37,26,16,6,0,177,80,65,103,62,119,147,99,50,3,722
POA6445,0,0,0,3,0,3,0,0,0,19,38,6,10,21,31,29,22,12,0,159
POA6446,0,0,0,0,0,4,0,0,0,7,20,8,13,16,21,15,7,8,0,113
POA6447,4,0,0,0,0,5,3,0,0,12,34,15,33,25,26,26,15,0,0,174
POA6448,14,3,9,11,7,8,3,3,3,62,93,38,48,42,62,51,49,12,6,406
POA6450,356,197,180,194,236,206,156,120,27,1687,2557,1429,1472,1555,1782,1799,1397,897,278,13159
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,13,12,8,11,10,15,19,12,3,95,120,52,52,82,77,104,126,52,26,688
POA6461,4,6,0,6,9,4,9,4,0,45,97,43,26,63,64,60,96,37,6,494
POA6462,8,0,3,3,0,0,0,0,0,16,57,11,23,18,22,22,17,3,0,177
POA6463,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,5,4,0,0,23
POA6465,0,6,0,0,0,0,0,0,0,6,0,6,0,4,12,5,13,3,0,42
POA6466,0,0,0,0,0,0,0,0,0,3,4,3,12,3,8,11,11,0,0,56
POA6467,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,13,8,0,0,30
POA6468,11,7,3,11,10,6,4,0,0,38,29,14,17,34,36,41,10,9,0,194
POA6470,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,20
POA6472,0,0,6,8,6,0,0,0,0,19,23,8,14,25,31,29,15,5,3,151
POA6473,3,0,0,3,3,0,0,0,0,9,18,0,0,10,11,3,8,0,0,53
POA6475,0,0,3,4,3,0,0,3,0,18,57,16,28,33,53,63,61,27,6,350
POA6476,0,0,0,0,0,0,0,0,5,0,9,0,5,3,9,14,9,3,5,44
POA6477,5,3,0,0,4,13,0,0,0,28,39,20,30,24,32,58,18,8,7,242
POA6479,17,4,11,7,15,10,8,10,4,78,116,49,60,61,73,85,67,46,11,558
POA6480,0,0,0,0,6,0,0,0,0,7,5,0,3,0,11,8,8,0,0,39
POA6484,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,8,9,5,0,35
POA6485,0,0,6,3,9,5,14,11,0,58,55,27,47,42,54,73,75,65,9,447
POA6487,0,0,0,0,0,0,0,0,0,3,3,7,5,0,4,10,4,0,0,45
POA6488,3,0,3,0,3,9,4,3,0,27,18,9,26,12,17,37,28,14,0,162
POA6489,0,4,0,0,3,0,4,4,0,17,5,11,5,5,13,17,22,9,0,86
POA6490,4,11,0,4,16,7,15,4,0,64,33,33,17,20,37,46,44,14,4,255
POA6501,11,7,10,6,21,14,14,0,0,86,149,99,97,99,164,157,101,47,13,921
POA6502,16,12,14,13,25,21,14,13,3,133,206,119,91,113,167,201,188,97,28,1221
POA6503,37,20,39,28,27,40,35,12,5,234,406,207,287,292,301,360,295,168,30,2354
POA6504,0,6,4,4,4,9,6,3,0,45,29,18,24,12,31,39,30,21,3,213
POA6505,4,0,0,4,4,0,0,0,0,14,28,11,17,16,7,25,14,7,0,134
POA6506,0,0,0,3,0,0,3,0,0,11,9,4,3,10,14,10,9,6,0,58
POA6507,6,16,35,19,6,10,4,0,3,98,80,45,81,69,64,87,64,34,4,530
POA6509,10,0,3,0,3,8,0,3,0,32,23,14,10,22,24,28,15,16,0,152
POA6510,53,27,41,29,31,34,38,15,7,273,378,207,225,200,240,288,234,125,50,1940
POA6511,0,5,3,4,9,13,4,8,4,47,61,23,55,36,49,92,92,53,16,480
POA6512,3,0,0,0,7,3,0,0,0,10,16,0,3,13,22,20,12,9,5,92
POA6513,0,7,0,0,5,3,5,0,0,18,30,18,9,23,35,22,13,4,0,162
POA6514,3,8,3,0,12,14,21,16,3,83,59,33,40,36,67,136,174,77,17,639
POA6515,6,0,10,10,11,12,6,5,0,60,56,23,47,42,36,57,41,18,6,323
POA6516,28,11,20,26,36,31,44,16,7,228,275,131,183,216,259,345,387,148,36,1985
POA6517,9,11,3,19,11,5,9,4,0,74,66,33,48,69,47,64,62,23,11,407
POA6518,0,6,3,4,3,6,4,6,5,45,18,19,19,33,24,40,31,25,6,209
POA6519,29,0,19,19,7,13,9,8,0,107,120,43,62,77,71,76,72,45,6,575
POA6521,0,3,3,8,0,4,11,0,0,39,49,23,48,38,42,54,49,27,7,347
POA6522,9,3,3,4,11,24,10,6,3,74,78,27,38,48,55,75,52,34,9,407
POA6525,67,45,38,50,55,90,81,56,10,490,551,308,222,359,479,644,673,362,78,3680
POA6528,6,0,3,4,5,0,10,0,0,36,66,28,40,37,48,72,61,18,10,378
POA6530,933,550,602,605,588,485,326,201,105,4386,6526,3936,3945,4089,4477,4343,3357,1932,771,33378
POA6532,163,94,82,129,139,111,86,27,9,849,1508,716,798,883,1069,947,692,229,66,6915
POA6535,62,27,23,32,28,35,40,29,7,279,272,91,101,164,176,281,304,165,61,1609
POA6536,21,18,23,26,34,45,46,18,4,241,180,110,128,149,198,301,275,109,27,1478
POA6537,28,17,16,29,18,28,21,20,3,183,159,73,148,133,122,156,135,63,8,995
POA6556,20,13,19,16,19,34,16,10,0,145,326,240,188,235,317,352,212,69,22,1969
POA6558,12,201,614,551,316,150,54,13,0,1918,120,300,660,635,423,293,129,49,6,2613
POA6560,27,13,14,17,23,19,24,16,6,152,243,144,137,133,197,228,170,99,15,1372
POA6562,49,13,10,36,26,23,20,11,5,195,273,129,123,178,215,187,215,82,12,1413
POA6564,6,3,0,4,5,8,9,5,0,37,53,29,32,36,46,60,56,19,4,330
POA6566,66,31,44,43,80,106,73,40,8,500,449,249,249,296,436,683,618,263,63,3296
POA6567,14,0,4,9,11,24,9,7,0,79,60,36,29,40,79,108,79,47,8,485
POA6568,0,0,5,0,0,4,9,0,0,23,26,14,22,16,26,50,34,15,3,210
POA6569,9,6,5,3,6,9,6,5,0,41,55,21,34,29,37,39,31,13,5,270
POA6571,7,0,0,3,0,0,0,0,0,6,6,3,4,13,8,11,7,4,0,67
POA6572,0,0,0,0,4,0,4,0,0,6,16,0,5,6,8,14,4,0,0,61
POA6574,0,6,0,0,0,0,0,0,0,4,9,8,15,3,7,11,8,0,0,64
POA6575,3,0,0,0,3,0,4,4,0,16,19,4,5,11,26,15,15,14,0,101
POA6603,27,16,14,13,16,17,14,7,0,116,218,85,128,143,128,156,155,67,21,1110
POA6605,0,0,4,0,3,5,0,0,0,8,8,8,7,0,10,8,3,0,0,41
POA6606,0,0,0,0,0,0,0,0,0,3,17,5,13,17,17,24,27,12,3,133
POA6608,3,4,0,4,7,12,0,0,0,41,31,11,16,19,19,25,16,5,0,150
POA6609,31,17,24,36,16,12,20,11,0,160,194,83,125,132,85,105,70,43,25,852
POA6612,10,0,3,0,0,7,0,4,0,24,34,3,16,26,12,26,19,9,12,162
POA6613,0,0,0,0,0,0,0,0,0,0,11,0,4,7,4,10,4,0,3,51
POA6614,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,5,4,0,0,20
POA6616,8,0,0,3,0,7,7,0,0,26,12,3,0,12,8,10,13,0,0,61
POA6620,18,22,23,38,23,30,11,4,4,171,71,54,69,78,89,95,35,14,8,518
POA6623,39,24,9,12,10,11,28,5,3,147,130,55,49,58,56,77,89,30,22,575
POA6625,0,0,0,0,0,0,0,0,0,3,9,11,4,3,13,4,4,3,0,57
POA6627,0,0,0,0,0,0,0,0,0,0,10,6,6,9,7,11,4,3,0,57
POA6628,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,4,0,0,0,23
POA6630,31,14,15,12,16,16,11,6,0,114,99,38,52,60,74,83,61,20,3,482
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13
POA6632,0,0,0,0,0,0,0,0,0,0,19,9,3,16,9,0,5,4,0,63
POA6635,13,18,51,29,28,11,10,0,0,170,49,44,110,51,63,31,26,3,4,379
POA6638,71,29,35,50,54,40,26,10,0,322,122,55,70,97,104,103,72,23,9,653
POA6639,0,4,15,5,8,5,5,3,0,38,0,6,13,7,11,31,22,15,0,109
POA6640,3,4,8,4,9,4,5,4,0,42,4,19,35,20,31,35,58,11,0,215
POA6642,28,54,85,46,44,37,12,4,0,315,174,165,270,166,154,155,81,31,0,1200
POA6646,24,22,43,41,24,15,13,0,0,177,85,72,108,95,88,42,39,13,0,535
POA6701,232,147,168,132,150,118,78,49,9,1081,975,558,715,617,767,750,554,241,70,5259
POA6705,5,5,8,5,5,0,3,0,0,20,45,21,22,24,24,25,15,0,0,170
POA6707,62,43,54,57,58,41,33,11,3,366,556,323,544,494,425,378,243,101,16,3074
POA6710,45,14,49,34,25,27,4,6,0,208,209,49,190,170,126,117,54,21,6,940
POA6712,0,3,9,12,9,10,0,0,0,38,0,3,13,10,12,8,0,0,0,45
POA6713,37,22,29,34,30,24,7,0,0,184,358,108,163,235,223,156,35,13,0,1282
POA6714,739,383,660,698,497,308,89,17,4,3388,4510,1859,3357,3525,2482,1418,410,81,11,17657
POA6716,12,29,50,34,28,22,9,0,0,177,245,96,271,195,131,102,28,5,0,1084
POA6718,9,45,79,59,31,20,8,0,0,263,155,166,183,149,133,100,64,26,0,977
POA6720,126,50,97,80,45,46,19,0,0,469,623,232,412,439,299,192,66,19,0,2279
POA6721,119,78,139,138,118,91,34,8,0,721,1032,355,841,924,581,457,146,37,3,4367
POA6722,475,262,430,355,260,222,50,9,5,2076,2842,1305,2228,1918,1429,1156,333,72,23,11305
POA6725,445,230,319,300,318,213,96,33,10,1964,2679,1244,1890,1829,1545,1210,591,192,50,11236
POA6726,192,97,157,128,139,100,45,17,3,884,1315,628,994,879,815,621,359,99,25,5730
POA6728,311,173,246,195,172,134,77,26,3,1335,1210,773,941,726,656,590,351,93,23,5365
POA6740,103,32,40,48,44,44,21,6,0,337,344,205,190,230,203,173,91,33,4,1477
POA6743,333,137,225,174,183,119,75,32,14,1286,1487,757,1190,934,882,739,343,111,22,6455
POA6751,143,86,180,167,117,82,26,3,0,794,957,361,817,821,556,375,97,22,0,4007
POA6753,186,144,420,342,246,187,30,3,0,1572,1359,682,1565,1339,981,672,147,14,6,6761
POA6754,62,28,47,76,46,34,3,4,0,301,313,126,224,292,200,142,19,6,0,1324
POA6758,0,33,138,125,106,67,10,3,3,487,29,95,324,289,230,154,22,10,4,1159
POA6760,3,17,84,72,65,42,9,0,0,294,75,100,218,195,169,129,32,12,3,927
POA6762,4,20,45,52,22,18,5,0,0,160,66,104,177,149,87,60,13,4,0,657
POA6765,66,37,35,24,8,21,4,0,0,208,391,248,330,232,197,184,72,25,9,1678
POA6770,236,100,90,83,73,55,30,9,3,671,785,556,525,447,373,257,143,49,11,3149
POA7000,109,192,261,153,153,145,93,47,20,1168,1736,2319,3491,1950,1918,1846,1460,672,262,15645
POA7004,70,68,92,57,63,52,47,46,40,533,1061,946,1499,1036,919,903,881,524,221,7982
POA7005,86,103,165,82,93,99,90,55,24,803,1709,1927,2822,1543,1440,1478,1583,982,458,13947
POA7007,33,28,25,29,31,26,20,9,0,199,591,409,425,463,495,416,396,153,43,3387
POA7008,123,87,147,98,101,91,73,40,17,781,2054,1375,2451,1872,1675,1551,1249,646,338,13210
POA7009,182,116,179,132,137,87,75,48,25,984,2236,1556,3114,1968,1531,1468,1183,630,224,13898
POA7010,275,163,254,154,148,152,122,83,49,1403,2836,1993,3719,2280,1918,2089,1770,1185,584,18372
POA7011,256,153,172,139,143,130,89,87,44,1228,2803,1794,2550,1988,1821,1878,1431,1060,413,15742
POA7012,3,10,11,5,9,11,3,3,0,50,144,82,84,112,137,150,102,29,3,838
POA7015,89,81,74,56,66,95,76,59,32,619,1652,1021,1518,1344,1198,1400,1446,1056,667,11290
POA7016,56,88,226,216,85,59,30,16,5,773,593,397,646,530,349,316,173,125,38,3171
POA7017,65,49,25,44,53,52,39,26,6,354,1159,688,772,842,846,846,720,337,92,6300
POA7018,227,170,173,171,185,151,164,136,72,1444,3722,2386,3360,2959,2814,2814,2790,1882,717,23450
POA7019,233,122,128,82,63,59,38,22,6,750,1738,973,1611,1066,746,693,619,241,62,7744
POA7020,39,26,14,28,24,26,8,7,0,167,505,272,236,365,426,474,289,89,16,2665
POA7021,43,18,18,30,24,22,12,5,0,166,512,248,276,334,323,406,284,151,53,2592
POA7022,11,8,4,9,16,7,11,4,3,68,146,82,89,119,130,159,156,61,22,963
POA7023,0,6,0,3,0,8,0,6,0,19,41,26,27,39,50,84,82,31,7,383
POA7024,11,7,8,9,12,8,8,0,0,64,139,42,49,94,87,93,79,14,6,602
POA7025,11,12,8,18,14,16,11,11,6,110,304,150,136,222,250,315,272,142,38,1822
POA7026,29,10,17,11,15,17,16,9,3,122,220,128,177,132,146,169,107,64,15,1158
POA7027,12,18,18,10,17,17,6,5,0,99,40,44,54,53,47,73,48,20,3,372
POA7030,481,267,249,238,240,197,149,62,16,1895,4376,2501,2797,2415,2460,2345,1908,774,146,19720
POA7050,119,99,96,102,106,77,93,62,21,776,2477,1664,2488,1966,1636,1485,1553,990,349,14593
POA7052,77,48,41,60,65,51,40,18,4,402,1380,820,847,1055,1012,988,964,489,141,7688
POA7053,36,20,23,33,29,32,30,9,3,201,588,455,270,387,575,520,493,233,114,3637
POA7054,131,63,67,69,69,81,46,42,11,572,2089,1032,990,1289,1341,1214,1005,503,146,9609
POA7055,6,3,5,3,4,0,0,0,0,37,127,71,90,86,61,41,39,17,5,540
POA7109,158,91,96,94,125,143,85,39,16,842,1786,960,1116,1240,1345,1598,1164,536,138,9872
POA7112,62,27,28,36,35,34,42,19,0,285,609,345,281,385,455,522,622,234,40,3496
POA7113,25,16,16,5,6,14,24,31,39,185,173,108,132,119,171,212,189,100,96,1301
POA7116,61,21,25,24,26,37,28,15,3,230,430,227,216,285,311,415,398,174,23,2490
POA7117,8,3,12,3,5,18,11,14,8,76,111,59,83,83,122,186,161,96,27,923
POA7119,0,0,0,0,0,0,0,0,0,0,11,3,3,6,5,9,3,3,3,47
POA7120,22,26,14,13,30,38,31,18,5,197,254,203,160,173,258,363,294,145,40,1892
POA7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
POA7140,221,158,140,133,152,130,110,59,20,1129,2149,1409,1356,1446,1576,1772,1424,715,216,12069
POA7150,41,19,20,26,32,57,67,9,3,269,463,277,276,373,488,565,515,196,40,3191
POA7155,10,5,4,7,6,9,13,9,4,62,144,79,39,117,149,148,162,76,16,943
POA7162,3,0,5,5,3,7,8,0,0,32,100,47,37,70,79,139,124,63,4,667
POA7163,9,4,3,7,10,3,4,3,0,47,60,21,24,54,55,70,69,32,5,397
POA7170,50,43,22,36,37,45,43,29,5,314,1058,650,550,703,852,894,694,290,46,5734
POA7171,61,25,41,34,43,30,32,18,3,280,686,392,577,500,452,483,456,213,65,3824
POA7172,62,37,45,35,48,29,42,18,12,324,789,441,623,516,488,551,530,344,150,4435
POA7173,144,87,81,122,70,116,77,25,5,730,1267,767,889,956,965,1292,987,322,70,7509
POA7174,9,0,0,0,0,3,5,0,0,24,43,11,32,17,28,31,31,9,0,200
POA7175,3,0,5,0,0,0,0,5,0,12,27,21,22,12,20,37,23,15,0,184
POA7176,3,5,3,4,0,5,0,0,0,20,38,24,24,15,36,35,10,3,4,185
POA7177,0,5,0,0,0,3,9,0,0,20,76,32,49,52,47,69,77,39,9,449
POA7178,6,3,3,0,5,9,0,4,0,28,34,19,27,30,33,76,63,23,14,325
POA7179,0,5,0,3,8,12,7,0,4,39,39,27,23,48,52,94,97,39,9,422
POA7180,3,6,3,0,3,7,8,0,0,33,17,11,13,11,8,45,47,14,0,167
POA7182,0,0,5,0,0,3,4,3,4,20,23,18,29,25,14,51,51,28,8,247
POA7183,0,0,0,0,0,3,0,0,0,5,0,0,0,3,8,16,7,4,0,42
POA7184,16,10,6,18,17,19,12,14,0,119,103,67,58,89,130,179,173,94,18,909
POA7185,5,0,0,4,6,3,5,3,0,28,12,0,11,17,18,40,31,12,5,139
POA7186,3,0,0,3,4,0,4,0,0,23,25,18,13,23,18,32,54,24,3,196
POA7187,0,0,0,0,0,4,5,4,0,16,13,9,3,6,22,37,33,10,8,138
POA7190,32,17,10,16,19,62,56,28,12,266,344,214,252,275,393,696,773,397,112,3458
POA7209,11,0,10,0,12,7,11,5,0,49,43,35,25,28,62,80,94,41,14,414
POA7210,23,17,5,10,14,12,10,4,5,103,161,106,101,95,136,167,197,94,33,1076
POA7211,6,4,0,3,6,8,4,0,0,31,44,29,37,25,30,56,31,21,9,261
POA7212,12,18,6,17,21,18,23,17,0,130,263,159,158,176,253,308,282,140,33,1778
POA7213,6,7,6,6,6,4,9,0,0,56,42,27,28,34,51,48,50,16,0,298
POA7214,12,11,3,3,5,10,18,0,3,65,77,54,34,68,93,122,125,39,19,630
POA7215,45,35,75,53,37,83,72,42,7,441,515,232,478,444,481,788,750,311,60,4066
POA7216,29,35,23,34,40,69,50,32,13,321,440,234,247,310,412,703,717,400,101,3563
POA7248,303,357,329,188,159,142,88,64,21,1657,2943,2602,3441,2061,1833,1753,1409,849,285,17177
POA7249,169,104,143,104,94,98,80,73,35,903,2404,1609,2367,1744,1618,1469,1302,975,574,14056
POA7250,649,471,422,411,421,406,343,256,146,3520,8572,6009,6634,6143,6630,6429,5827,3517,1366,51133
POA7252,31,24,24,29,43,48,26,6,8,237,469,261,284,336,428,556,430,190,40,2993
POA7253,105,55,46,63,47,55,57,25,3,456,860,543,521,520,585,778,801,423,139,5160
POA7254,3,8,6,11,8,16,9,0,0,64,107,42,57,59,89,113,72,23,10,562
POA7255,14,4,0,10,10,16,11,7,0,72,105,41,52,86,96,159,192,97,20,856
POA7256,41,11,23,33,31,22,28,12,4,212,273,110,202,215,189,236,234,122,33,1617
POA7257,0,0,0,0,0,0,0,0,0,4,11,0,7,7,10,9,10,8,0,64
POA7258,19,5,0,3,15,4,8,3,0,64,175,85,62,106,163,165,142,53,7,962
POA7259,0,4,4,10,5,6,6,0,0,36,72,54,46,69,91,99,63,16,0,505
POA7260,57,28,26,30,26,24,29,18,16,260,549,373,319,335,413,487,461,271,135,3334
POA7261,4,7,0,0,3,3,3,0,0,24,37,22,11,23,34,45,51,9,4,244
POA7262,35,22,15,20,14,37,41,17,8,206,313,149,220,173,188,328,310,166,55,1891
POA7263,14,8,7,10,8,10,7,4,0,73,114,50,63,75,68,111,100,39,10,632
POA7264,10,6,14,0,12,8,8,0,0,62,65,38,60,44,86,145,96,33,8,574
POA7265,9,0,5,3,0,4,0,0,0,20,45,13,24,28,28,46,28,13,4,233
POA7267,13,9,5,14,19,12,0,0,0,73,126,80,87,89,132,149,94,39,5,805
POA7268,24,12,4,19,19,7,17,9,4,117,197,111,106,127,174,188,149,71,12,1133
POA7270,59,36,31,37,47,79,69,34,6,389,580,331,351,369,523,891,883,377,78,4370
POA7275,64,35,22,23,47,40,42,23,11,307,528,326,274,295,480,642,523,235,66,3366
POA7276,14,10,0,10,7,17,7,4,0,72,92,81,58,76,84,120,85,36,5,641
POA7277,69,41,38,42,51,48,53,48,46,436,1181,691,677,726,881,868,783,543,169,6524
POA7290,37,17,11,23,35,18,22,10,0,168,500,265,325,285,321,300,247,139,42,2429
POA7291,8,0,0,4,3,5,3,6,0,36,155,68,97,92,101,97,76,32,13,721
POA7292,3,0,7,10,9,8,6,0,0,47,120,75,56,92,108,88,86,33,8,655
POA7300,34,28,23,23,32,54,30,18,7,242,733,428,536,430,478,560,462,250,59,3933
POA7301,79,45,19,42,59,57,46,25,8,386,760,487,534,455,584,663,699,385,153,4717
POA7302,27,15,22,22,27,30,15,5,3,154,339,189,229,216,240,262,179,76,26,1753
POA7303,33,21,20,20,29,33,35,18,3,211,488,275,355,320,342,476,484,237,56,3031
POA7304,99,50,58,59,58,78,77,45,13,528,968,634,609,622,813,972,970,525,155,6265
POA7305,30,10,11,3,18,19,12,14,0,128,230,134,121,141,141,229,152,103,17,1265
POA7306,65,50,53,51,61,68,58,29,5,451,596,400,439,422,601,819,624,290,86,4276
POA7307,173,91,81,98,134,120,159,80,27,964,1838,1113,1214,1172,1501,1747,1912,1023,332,11849
POA7310,428,243,286,227,257,295,253,191,96,2267,4828,3079,3690,3098,3633,3832,3635,2115,735,28635
POA7315,213,148,102,138,152,154,169,111,41,1236,2415,1664,1519,1607,1933,2460,2185,1356,502,15635
POA7316,85,40,57,48,66,78,54,39,6,475,1047,640,681,657,860,1023,814,425,144,6285
POA7320,297,174,147,164,187,137,124,81,24,1332,3135,2113,2264,2014,2137,2196,1764,1090,433,17138
POA7321,62,51,44,35,85,66,46,27,7,429,827,533,558,495,777,804,662,269,41,4968
POA7322,63,34,39,33,43,48,36,28,14,328,656,420,386,432,528,623,551,336,128,4067
POA7325,148,83,60,90,100,98,90,45,19,736,1582,847,858,961,1111,1369,1304,756,222,9015
POA7330,149,68,96,100,71,100,84,44,20,731,1316,745,882,736,811,939,766,384,151,6731
