POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA5461,35,30,15,6,29,18,24,14,14,171,496,281,268,233,342,325,335,204,117,2598
POA5462,6,0,3,5,4,9,4,0,0,42,95,72,50,60,59,88,62,31,3,518
POA5464,6,5,4,9,6,13,8,8,0,57,118,39,53,64,76,105,80,34,3,572
POA5470,0,0,0,0,0,3,0,5,0,7,18,11,10,12,17,38,23,19,3,147
POA5471,0,0,0,0,0,4,0,0,0,7,15,4,0,6,12,18,9,7,0,80
POA5472,9,0,6,5,5,0,9,5,0,29,25,16,8,19,33,33,39,17,0,186
POA5473,22,4,6,13,10,8,10,10,0,86,118,72,66,65,82,127,137,63,10,745
POA5480,12,9,3,6,6,8,9,12,0,74,169,70,69,84,102,135,144,83,30,886
POA5481,3,0,0,0,8,7,10,7,0,35,44,36,19,40,63,125,110,46,10,498
POA5482,8,0,0,6,3,7,0,0,0,22,74,29,38,48,50,86,62,53,38,482
POA5483,4,0,3,10,5,6,3,7,0,37,63,27,29,36,43,51,52,29,12,342
POA5485,19,8,0,11,9,22,10,9,0,102,117,64,54,64,62,143,102,54,10,667
POA5490,5,0,0,0,0,4,0,4,0,21,38,11,9,27,15,41,11,17,0,171
POA5491,16,13,11,11,14,9,4,7,6,84,324,164,180,184,202,280,233,157,77,1797
POA5493,0,0,0,0,0,4,0,0,0,6,3,7,0,4,11,13,4,13,0,67
POA5495,5,9,6,0,13,16,18,11,3,66,47,33,45,31,80,143,138,63,7,583
POA5501,127,96,82,80,110,82,31,26,11,643,1548,964,1024,992,1273,1231,747,300,76,8156
POA5502,36,27,34,28,18,27,16,15,0,204,304,201,230,214,212,257,162,104,21,1716
POA5510,0,0,0,0,0,5,0,0,0,3,13,10,11,6,15,24,15,6,0,104
POA5520,13,7,3,11,4,10,3,7,0,60,96,33,45,49,63,98,89,46,14,540
POA5521,0,0,0,0,0,0,0,6,0,7,22,20,8,21,15,25,18,21,4,147
POA5522,12,9,8,0,8,22,25,17,4,114,177,76,89,86,138,292,338,220,93,1511
POA5523,24,11,9,9,15,15,15,17,5,122,378,140,193,198,218,301,279,163,72,1944
POA5540,308,176,174,148,169,127,103,73,29,1311,2633,1870,1711,1519,1974,2084,1809,1196,453,15241
POA5550,13,9,6,8,7,21,24,3,0,86,171,113,116,111,135,144,112,54,10,958
POA5552,16,4,8,7,3,8,8,0,3,48,79,31,34,42,49,54,38,15,3,351
POA5554,79,53,51,45,58,63,33,41,23,435,927,579,574,580,663,750,687,438,187,5389
POA5555,11,4,6,5,7,19,10,0,0,47,76,33,49,33,65,98,107,47,8,518
POA5556,65,22,23,52,48,71,60,42,7,390,572,318,296,412,495,815,883,494,140,4426
POA5558,73,30,42,30,37,84,110,63,43,516,632,319,392,355,564,889,1203,663,201,5214
POA5560,7,5,5,6,10,5,5,12,3,56,84,36,28,52,65,66,74,43,7,454
POA5570,10,5,0,10,0,8,16,3,0,51,72,32,29,50,57,111,169,65,9,597
POA5571,21,11,15,15,17,25,38,23,12,185,210,113,137,150,170,349,499,255,96,1978
POA5572,0,6,0,0,0,0,4,0,0,7,24,16,17,18,16,33,20,6,0,157
POA5573,57,25,23,20,29,47,31,24,14,284,379,173,179,208,256,385,311,233,87,2206
POA5575,39,14,16,21,16,31,34,21,11,199,344,157,175,195,244,432,473,267,94,2391
POA5576,5,7,10,10,25,18,33,10,4,122,155,97,78,92,145,201,237,99,30,1133
POA5577,18,7,6,5,9,8,10,5,5,67,73,52,48,56,66,114,102,42,16,574
POA5580,3,0,0,4,5,0,9,0,0,22,63,25,25,37,42,70,54,35,17,363
POA5581,0,3,0,0,0,11,12,3,0,34,33,21,30,23,49,113,176,83,38,568
POA5582,0,4,4,0,0,8,13,10,4,36,75,16,49,36,55,115,133,100,17,603
POA5583,15,6,6,0,8,11,24,7,0,79,78,48,43,53,84,162,217,114,24,838
POA5600,80,47,45,54,71,73,34,19,9,437,986,610,709,697,917,957,673,427,175,6150
POA5601,0,0,0,0,0,0,3,0,0,3,0,4,3,3,10,25,35,10,4,88
POA5602,26,11,15,23,32,23,32,13,0,176,225,85,134,137,171,217,243,103,35,1349
POA5603,3,0,6,3,0,7,7,4,0,28,86,28,46,38,49,82,67,18,4,422
POA5604,0,0,4,0,5,3,3,0,0,20,24,8,21,14,29,55,34,20,4,218
POA5605,29,5,12,17,8,21,30,20,3,149,270,120,131,166,190,272,342,242,108,1852
POA5606,260,173,169,153,171,164,136,94,59,1377,2604,1642,1812,1633,1786,1926,1671,960,432,14459
POA5607,95,44,72,104,134,107,83,23,4,667,1069,402,495,728,776,881,701,258,50,5360
POA5608,306,168,184,156,169,180,93,79,36,1375,2362,1589,1669,1375,1756,1829,1307,900,254,13041
POA5609,24,13,24,18,16,8,4,9,6,118,446,244,325,278,266,171,114,92,19,1961
POA5611,0,0,0,0,5,0,8,0,0,13,16,11,5,9,27,17,26,15,0,125
POA5630,0,0,0,0,0,4,0,0,0,3,24,17,15,11,28,16,13,8,0,129
POA5631,6,5,0,6,12,5,15,10,0,60,230,116,106,121,149,116,110,72,43,1063
POA5632,7,0,0,0,5,8,0,0,0,20,65,24,30,25,36,36,7,15,0,231
POA5633,6,0,4,0,4,0,7,0,0,21,67,28,36,20,39,47,25,10,6,286
POA5640,4,6,9,7,8,18,10,13,7,90,191,73,113,103,118,157,134,100,51,1029
POA5641,17,12,9,16,7,4,9,9,5,89,213,74,104,130,102,149,116,82,39,1005
POA5642,8,0,5,5,5,0,0,0,0,30,49,30,20,28,41,43,21,8,4,234
POA5650,9,7,4,0,6,5,5,0,0,41,48,18,21,21,25,22,12,0,3,167
POA5651,0,0,0,0,0,4,4,0,0,6,9,7,0,0,13,12,9,0,0,63
POA5652,8,4,5,9,8,7,4,3,6,60,138,46,69,86,75,81,89,42,36,656
POA5653,0,5,0,4,0,3,0,0,0,15,17,11,5,8,10,15,3,0,0,66
POA5654,13,3,0,0,4,9,0,0,0,32,49,13,29,25,38,40,15,18,6,230
POA5655,0,0,0,0,0,0,4,0,0,5,28,6,9,13,11,9,19,6,0,106
POA5660,0,0,0,0,0,0,0,0,0,4,8,9,10,3,4,7,0,0,0,39
POA5661,6,0,4,8,5,4,3,0,0,29,41,8,17,18,17,17,20,8,0,147
POA5670,10,4,3,6,3,8,6,0,0,44,102,38,35,76,46,90,68,34,8,494
POA5671,0,3,3,5,0,4,0,5,0,15,33,15,17,22,23,23,23,7,0,169
POA5680,35,19,20,15,21,28,28,15,14,204,359,151,208,223,273,370,350,127,61,2123
POA5690,135,54,58,68,94,70,44,19,5,550,807,433,536,438,586,521,406,185,48,3954
POA5700,286,156,161,151,168,159,93,51,21,1254,2035,1235,1553,1206,1357,1553,1170,702,231,11042
POA5701,0,4,0,5,0,0,0,0,0,13,7,4,4,6,0,10,7,0,0,30
POA5710,50,77,271,193,74,46,23,18,6,756,507,293,546,443,325,317,236,98,22,2793
POA5713,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,4,0,0,0,20
POA5715,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,9,0,0,0,30
POA5717,0,0,0,0,0,3,0,0,0,9,3,3,6,0,9,6,3,0,0,35
POA5719,0,5,3,0,5,0,0,0,0,13,3,16,10,11,8,4,8,0,0,61
POA5720,0,6,14,4,7,6,0,0,0,35,21,28,48,44,50,42,14,0,3,252
POA5722,6,0,0,4,4,11,4,5,0,27,27,17,17,22,40,62,51,25,10,262
POA5723,32,32,65,40,49,53,59,42,13,394,207,161,297,213,208,255,266,171,30,1812
POA5724,0,0,3,0,3,0,0,0,0,11,11,7,23,10,17,11,7,0,0,84
POA5725,107,73,114,83,79,44,4,5,0,506,1024,437,856,746,510,346,53,14,3,3976
POA5730,0,5,0,0,3,6,0,0,0,10,20,22,10,10,12,21,17,5,0,115
POA5731,10,13,18,9,10,5,4,0,0,74,32,25,45,37,39,46,9,4,0,234
POA5732,0,5,4,5,4,0,7,0,0,30,21,12,21,19,28,24,17,3,0,146
POA5733,0,0,0,0,3,3,7,0,0,16,17,10,22,8,21,26,21,11,0,129
POA5734,5,0,8,0,4,0,0,0,0,17,22,14,19,10,14,20,14,0,0,114
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6000,81,310,616,314,218,169,82,60,18,1864,954,1956,4789,2596,1363,1116,682,272,83,13812
POA6003,29,57,184,58,41,25,17,8,0,417,279,420,1337,647,361,298,200,80,22,3652
POA6004,83,114,325,235,184,129,102,42,5,1215,873,1232,3449,2106,1319,1292,964,352,98,11681
POA6005,24,47,153,98,62,49,31,18,4,484,476,581,1927,1171,599,562,415,263,108,6102
POA6006,71,54,117,103,76,69,62,30,16,593,1498,996,1734,1578,1258,1163,755,405,250,9623
POA6007,42,61,170,79,74,61,54,12,18,567,1098,792,1851,1312,1014,800,684,308,234,8095
POA6008,135,108,188,155,140,129,138,86,54,1128,2616,1683,2479,2293,2027,1915,1812,969,327,16131
POA6009,144,239,117,123,105,104,117,71,28,1047,3049,3983,2009,2034,2221,1959,1962,1225,493,18936
POA6010,167,166,180,122,161,140,149,112,105,1315,3245,2544,1950,1995,2577,2255,2046,1514,742,18863
POA6011,65,93,85,86,73,94,62,60,45,671,1483,1311,1008,947,1281,1297,1099,669,254,9346
POA6012,90,92,91,86,96,92,73,58,40,712,1549,1185,1009,1139,1334,1141,995,594,211,9169
POA6014,185,110,156,135,149,139,120,63,45,1117,4377,2547,2615,3240,3105,2453,1896,1140,716,22092
POA6015,60,49,30,29,63,52,42,34,15,374,1205,973,382,582,1121,998,646,575,319,6805
POA6016,122,75,98,99,86,71,42,20,7,616,2230,1114,1749,1947,1522,1085,686,307,173,10818
POA6017,37,34,126,76,45,34,24,11,0,398,501,424,1364,858,436,381,310,177,67,4507
POA6018,430,293,462,389,340,262,210,217,197,2794,7743,4605,5840,6410,5613,4412,3597,2642,1387,42250
POA6019,226,193,438,334,211,145,147,63,21,1780,3953,2505,4712,3987,3223,2517,1841,1167,454,24351
POA6020,214,140,104,162,215,169,181,89,31,1313,4234,2429,1613,2791,3144,3000,3297,1580,489,22581
POA6021,193,137,222,204,179,160,123,100,47,1364,3424,2182,2950,3121,2702,2409,2099,1457,640,20980
POA6022,44,31,31,44,44,16,29,14,8,272,1027,496,673,752,646,518,665,357,70,5209
POA6023,156,83,77,119,149,87,100,44,22,833,3455,1717,1184,2270,2324,1779,1957,988,314,15982
POA6024,161,104,90,129,146,92,82,49,10,859,2614,1465,1577,2022,1841,1406,1741,870,185,13723
POA6025,324,200,256,286,263,236,159,74,44,1849,6013,3546,3690,4389,4229,4099,3618,1554,449,31581
POA6026,194,137,114,155,185,176,124,68,79,1219,4149,2623,1827,3002,2998,3384,2873,1183,740,22781
POA6027,435,363,382,410,416,430,258,149,71,2904,7522,5362,5246,5820,5796,5972,4563,1861,695,42828
POA6028,212,221,165,185,297,216,99,34,16,1439,4389,3453,2229,2815,4196,3679,1877,718,213,23559
POA6029,26,25,28,19,17,24,16,10,3,181,521,381,216,352,415,368,328,192,73,2855
POA6030,698,466,450,462,485,373,192,128,79,3331,8040,5689,5317,5360,6004,4806,2902,1935,793,40841
POA6031,301,168,188,198,185,115,59,22,0,1240,4700,2526,2988,3055,2498,1638,873,300,58,18645
POA6032,0,6,0,0,5,7,4,0,0,22,28,28,15,19,35,39,17,9,0,189
POA6033,6,3,15,5,6,9,4,0,0,43,71,55,55,51,70,75,48,13,8,444
POA6034,74,38,70,53,39,13,6,0,0,290,1044,431,867,575,386,217,137,46,0,3705
POA6035,226,122,153,153,125,96,46,29,9,957,2757,1186,1491,1556,1413,1117,852,503,151,11022
POA6036,312,202,205,191,237,121,47,32,6,1353,4001,2690,2443,2579,2702,1634,981,401,81,17514
POA6037,85,47,38,78,64,60,26,14,6,419,871,372,440,481,570,522,355,175,35,3822
POA6038,154,85,137,133,112,59,17,9,0,715,2711,1179,2030,1735,1238,704,415,147,35,10203
POA6041,15,13,11,26,29,20,28,13,6,155,238,148,120,153,253,244,277,138,27,1597
POA6042,4,0,0,3,4,4,5,5,0,24,9,3,10,8,7,15,44,10,4,107
POA6043,0,3,0,0,11,3,5,4,0,28,8,12,17,5,47,53,62,26,3,233
POA6044,19,14,12,13,21,27,22,16,0,144,124,92,142,122,176,230,255,123,35,1300
POA6050,131,102,174,127,129,117,98,121,110,1102,2212,1947,2369,2126,2018,1860,1520,999,707,15770
POA6051,137,106,261,193,134,94,76,27,7,1036,1728,1323,3215,2464,1572,1256,1073,449,114,13199
POA6052,107,85,83,98,101,77,60,31,17,661,2022,1261,1603,1844,1601,1448,1027,498,242,11555
POA6053,124,109,148,163,153,110,83,56,54,1000,2618,1476,2361,2434,2102,1780,1346,740,428,15288
POA6054,327,203,258,263,251,209,151,89,32,1789,3729,2235,2951,3043,2859,2647,2060,1096,410,21029
POA6055,400,242,519,422,292,189,107,51,14,2237,7673,3372,6511,5777,3601,2686,1717,749,234,32320
POA6056,595,461,524,460,517,449,307,205,169,3702,6956,5003,5593,5181,5479,5320,4228,2436,971,41172
POA6057,231,142,200,160,168,150,84,48,24,1212,3125,1982,2253,2201,2190,2141,1573,908,318,16697
POA6058,182,112,140,167,127,122,83,37,24,989,2489,1466,1856,1942,1638,1505,1352,665,267,13181
POA6059,208,190,178,201,222,173,149,109,67,1495,3718,2777,2968,3120,3322,3065,2532,1847,815,24169
POA6060,235,180,386,283,243,198,113,68,44,1758,3552,2369,5500,4356,3039,2637,2028,1228,786,25486
POA6061,859,492,732,700,454,367,225,131,50,4007,8093,4865,8542,6827,4405,3935,2908,1561,546,41683
POA6062,359,273,342,332,285,278,167,130,59,2225,5508,3833,5124,4715,4184,4015,3623,2271,876,34144
POA6063,294,172,189,157,147,136,59,36,11,1189,3175,2039,2072,2197,1907,1858,1205,456,138,15045
POA6064,541,306,320,329,296,257,196,101,27,2379,5941,4158,4155,4149,3971,3822,2904,1467,506,31068
POA6065,830,542,583,625,609,416,267,139,64,4075,15465,8599,9009,11029,9414,6672,4788,2558,915,68443
POA6066,288,190,182,163,164,180,103,35,17,1324,3546,2618,2363,2234,2481,2824,1544,658,198,18459
POA6067,0,0,0,0,0,5,0,0,0,6,15,0,14,7,0,5,0,0,0,45
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,865,460,491,570,501,283,146,62,32,3402,11760,5941,6749,7490,6010,4037,2556,1351,451,46350
POA6070,46,24,18,28,40,32,22,19,4,235,763,377,237,492,568,521,452,255,58,3725
POA6071,24,32,18,36,54,36,27,17,12,258,601,396,282,384,558,543,463,220,64,3502
POA6072,12,11,17,3,11,14,7,0,0,65,129,96,80,95,125,144,104,42,10,829
POA6073,34,19,22,20,41,36,28,23,15,228,490,313,245,320,449,484,457,293,140,3190
POA6074,13,7,5,14,21,13,5,0,4,84,167,102,92,109,162,149,142,58,17,1001
POA6076,209,137,102,183,205,187,141,134,68,1370,3940,2560,1548,2472,3224,3007,2969,1914,676,22308
POA6077,16,19,7,13,14,26,15,12,0,124,187,227,97,123,190,301,302,188,35,1639
POA6078,13,12,9,10,11,22,12,0,0,91,165,134,80,102,121,165,127,43,5,941
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,30
POA6081,63,32,43,43,55,49,30,15,8,326,926,590,470,597,776,752,519,232,55,4919
POA6082,45,36,41,38,43,42,36,18,3,305,678,380,368,428,477,534,366,161,35,3422
POA6083,29,36,29,43,70,59,28,15,4,305,536,431,244,375,684,668,403,183,41,3570
POA6084,136,116,102,95,154,142,63,29,7,845,1774,1203,1020,1094,1447,1306,833,325,64,9063
POA6090,0,0,3,0,0,0,0,0,0,9,0,0,10,11,0,0,0,0,0,25
POA6100,128,175,279,213,154,142,93,35,10,1229,2099,1942,3495,2715,1854,1762,1280,482,182,15816
POA6101,183,182,318,232,188,140,64,41,16,1360,2708,2029,3727,2908,2198,1692,1238,573,232,17301
POA6102,128,234,341,164,128,79,74,151,240,1542,1613,2680,3396,1780,1158,929,828,837,718,13949
POA6103,109,87,201,166,117,90,47,29,8,861,1480,1220,2811,1807,1160,1143,758,381,136,10897
POA6104,232,165,288,239,202,179,107,87,104,1607,2325,1658,2630,2265,1947,1779,1331,721,432,15082
POA6105,234,202,291,233,178,140,94,50,21,1440,2923,1993,3083,2535,1916,1572,1192,724,335,16283
POA6106,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,16
POA6107,724,561,815,613,441,324,162,108,48,3797,9644,6461,9845,8073,5248,4220,2958,1557,583,48583
POA6108,359,224,214,239,209,174,123,63,16,1625,4599,2883,2998,3341,3022,2806,2454,1222,329,23665
POA6109,256,132,185,207,165,146,89,48,41,1263,2723,1637,1948,2061,1585,1332,1069,582,215,13143
POA6110,754,398,459,493,464,336,267,196,179,3553,9943,5694,5950,6977,5740,4482,3432,1861,790,44873
POA6111,414,269,268,262,338,281,141,106,66,2144,4319,2772,2785,3073,3188,3166,2707,1242,379,23639
POA6112,1332,689,899,902,621,449,256,130,39,5326,17779,7979,11350,12452,7856,6165,4309,2046,626,70564
POA6121,36,32,14,37,45,33,19,5,6,223,579,424,251,375,495,517,307,117,24,3101
POA6122,426,165,252,256,173,134,76,34,10,1522,6047,2453,3754,3508,2424,1854,1149,467,139,21803
POA6123,40,24,40,25,25,24,13,10,0,201,545,281,412,259,263,239,157,64,21,2253
POA6124,19,5,6,17,20,18,8,5,0,108,255,108,106,154,205,194,95,68,16,1205
POA6125,41,37,93,141,135,85,55,24,7,619,563,423,366,445,648,548,380,211,47,3622
POA6126,0,6,0,7,6,10,0,0,0,27,34,24,11,33,38,48,45,19,3,265
POA6147,218,136,149,166,142,104,87,38,16,1061,2769,1732,2161,2263,1803,1761,1560,774,216,15038
POA6148,144,130,88,136,138,135,104,96,69,1052,3500,2452,1694,2609,2562,2194,2015,1360,583,18974
POA6149,126,109,80,107,96,136,133,77,73,941,3446,2140,1662,2513,2373,2445,2632,1191,512,18905
POA6150,89,138,106,93,118,84,114,64,96,881,1994,2032,1306,1453,1601,1641,1705,975,492,13201
POA6151,154,164,225,160,156,160,152,78,42,1290,2433,2210,2552,2279,2292,2210,2012,937,290,17226
POA6152,220,216,287,197,210,213,173,153,195,1866,3816,3728,4051,3441,2985,2939,2760,1564,942,26227
POA6153,182,141,113,163,191,169,139,68,16,1187,3724,2550,2168,2909,2856,2796,2570,1325,510,21419
POA6154,86,53,60,89,81,62,45,43,38,557,1956,1272,979,1412,1475,1193,1000,763,568,10621
POA6155,451,532,754,726,583,355,171,101,27,3711,10907,7631,5786,8409,7887,6065,4522,1913,647,53765
POA6156,216,148,128,164,192,162,81,66,38,1190,3487,2305,1963,2345,2713,2158,1546,1071,641,18238
POA6157,146,103,136,117,143,112,103,72,43,974,2478,1577,1848,2010,1996,1811,1573,874,439,14603
POA6158,90,58,52,89,81,66,61,54,70,617,1374,912,717,925,1198,1081,876,471,254,7819
POA6159,42,27,40,38,38,36,43,19,0,283,465,353,501,507,471,637,560,338,114,3947
POA6160,70,123,225,136,168,121,78,36,13,983,984,1004,1690,1293,1293,1278,1040,499,166,9251
POA6161,0,3,11,8,3,4,0,0,0,24,14,27,52,19,23,19,3,0,0,166
POA6162,145,107,131,137,156,120,99,51,21,959,1940,1159,1453,1667,1766,1713,1339,705,330,12074
POA6163,629,490,652,594,572,503,359,259,224,4276,8432,6190,7888,7481,7066,7086,5715,3372,1479,54704
POA6164,853,581,679,747,579,382,202,99,51,4184,14691,8205,10692,11468,8838,6148,3894,1637,560,66124
POA6165,0,3,3,0,4,0,0,0,0,14,0,11,3,10,17,11,11,3,0,64
POA6166,140,87,104,97,126,120,99,57,18,836,1923,1177,1215,1462,1513,1513,1195,619,180,10792
POA6167,528,464,826,698,468,262,169,75,24,3504,5907,3453,4549,4603,3668,2837,2039,1043,373,28476
POA6168,367,486,430,322,305,290,236,183,125,2747,3471,2958,3019,2696,3077,3622,3229,2022,825,24913
POA6169,626,326,419,427,431,403,219,195,164,3209,6745,4003,4145,4285,4704,5012,3579,2096,762,35317
POA6170,307,166,241,227,169,93,36,14,10,1260,4505,2181,3297,3100,1990,1283,667,258,49,17329
POA6171,717,350,532,495,383,241,118,82,11,2937,10121,4544,6423,6035,4389,2955,1986,1073,169,37697
POA6172,280,146,150,172,185,115,60,40,35,1178,2974,1883,1628,1672,2011,1646,944,510,216,13477
POA6173,209,131,100,166,160,89,32,14,3,907,3138,1861,1315,2001,2136,1215,526,231,46,12474
POA6174,115,77,73,68,75,24,12,12,0,462,1440,877,899,853,742,473,253,125,15,5681
POA6175,72,44,44,50,54,41,10,8,8,324,986,520,483,579,607,453,248,117,35,4021
POA6176,40,24,32,22,21,19,14,9,0,181,552,251,413,258,233,187,140,48,15,2096
POA6180,135,58,80,81,62,50,34,22,3,518,1718,816,1019,1005,760,548,523,341,46,6777
POA6181,0,3,4,0,4,9,5,0,0,26,77,64,28,55,102,83,45,10,6,469
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,30,19,15,29,30,23,12,0,0,150,283,121,129,175,194,183,115,39,7,1243
POA6208,254,155,146,152,164,161,148,98,61,1344,2407,1322,1328,1423,1510,1701,1806,1117,325,12946
POA6209,21,27,21,25,38,32,51,20,11,246,246,238,163,185,274,310,337,196,50,2002
POA6210,1118,757,726,823,910,813,706,590,389,6834,12354,7835,7379,7957,9115,10254,10654,6895,2584,75034
POA6211,117,79,53,90,129,105,64,43,11,691,1606,816,786,1003,1102,1156,1335,615,80,8498
POA6213,8,5,8,11,19,16,9,5,0,90,113,46,57,67,106,107,102,39,18,654
POA6214,13,11,3,10,4,10,8,0,0,56,143,87,52,95,94,99,88,25,4,684
POA6215,63,52,36,58,66,73,59,39,28,468,697,417,369,482,578,660,627,305,106,4234
POA6218,6,12,3,4,11,7,8,4,0,55,105,59,53,58,64,95,78,22,12,541
POA6219,11,11,3,3,4,11,3,3,0,51,106,71,47,66,101,114,68,28,12,604
POA6220,69,37,35,26,61,51,33,42,18,379,748,390,535,520,577,554,536,338,146,4346
POA6221,0,12,8,0,6,6,0,0,0,33,26,73,26,28,40,44,29,16,6,291
POA6223,0,5,0,0,0,0,0,0,0,6,27,22,11,15,36,27,9,10,0,159
POA6224,31,20,20,20,16,21,20,7,0,149,227,164,128,130,175,173,153,89,18,1254
POA6225,225,115,111,115,124,136,103,54,23,1015,1640,980,938,1019,1193,1357,1271,585,179,9164
POA6226,9,11,12,15,7,11,7,3,0,69,205,109,82,129,138,148,88,21,3,938
POA6227,9,0,6,9,11,9,4,3,0,55,196,77,69,129,109,101,68,33,9,788
POA6228,0,0,0,0,11,0,3,6,0,20,23,14,3,12,25,19,27,12,3,144
POA6229,0,0,0,5,7,10,9,5,0,29,7,4,7,17,26,41,48,17,4,174
POA6230,712,527,708,641,628,505,350,194,108,4371,8294,5202,5546,5738,6102,5778,4749,2530,1030,44972
POA6232,202,96,136,121,126,115,87,89,81,1044,2395,1203,1572,1549,1326,1262,1072,720,303,11402
POA6233,333,200,198,226,208,224,144,66,16,1615,4525,2256,2340,2809,2607,2628,2107,946,208,20432
POA6236,30,19,10,14,44,33,29,11,0,193,374,229,188,231,368,391,286,119,32,2213
POA6237,40,31,20,29,41,44,39,8,0,247,509,260,194,332,379,472,368,124,29,2656
POA6239,69,40,34,58,56,53,61,30,5,403,828,438,407,529,632,713,675,334,106,4657
POA6240,0,0,0,0,0,0,0,10,0,11,17,11,6,23,22,34,30,21,0,165
POA6243,0,0,0,0,4,3,0,0,0,8,13,20,3,11,8,13,19,5,4,84
POA6244,52,8,17,27,33,42,25,21,5,219,302,114,116,186,211,274,208,141,33,1580
POA6251,0,3,0,0,4,10,3,0,0,17,46,23,18,34,53,56,51,14,0,310
POA6252,3,0,0,0,3,4,0,0,0,12,20,6,16,17,19,36,22,16,0,149
POA6253,7,0,6,5,9,13,11,8,0,50,77,36,41,59,79,122,162,56,16,655
POA6254,15,7,4,10,10,10,3,0,0,67,81,45,46,65,73,108,70,42,12,541
POA6255,67,40,25,42,63,63,66,35,11,401,731,349,312,445,582,722,812,365,86,4403
POA6256,9,3,6,8,9,9,0,4,3,51,88,36,31,49,65,78,54,29,4,434
POA6258,108,78,50,65,113,88,67,35,12,619,1129,732,678,691,845,1029,808,431,146,6483
POA6260,19,19,20,16,24,34,18,15,7,173,204,132,159,153,211,225,179,91,43,1396
POA6262,6,6,9,13,17,21,11,7,0,96,110,37,47,71,118,151,123,55,19,733
POA6271,61,54,24,34,57,38,41,16,4,334,663,361,316,401,525,511,433,197,49,3461
POA6275,33,10,9,25,33,23,37,33,4,215,202,77,88,168,182,268,335,152,30,1506
POA6280,505,244,291,332,362,315,271,180,74,2567,5564,2925,2907,3684,4061,4030,4150,2334,925,30585
POA6281,124,63,99,136,101,94,97,63,5,781,1776,636,796,1302,1180,1058,1115,560,112,8543
POA6282,22,16,11,15,25,27,24,10,4,146,277,105,117,181,261,264,243,64,16,1522
POA6284,94,21,34,75,59,40,22,11,3,358,725,194,251,549,436,349,233,95,32,2875
POA6285,252,91,134,181,207,105,99,16,12,1098,2261,896,1243,1754,1658,1275,1061,357,139,10633
POA6286,20,6,9,20,16,21,11,0,0,94,162,47,95,149,102,149,97,34,5,841
POA6288,6,6,7,7,12,10,9,6,0,63,94,56,50,72,106,95,85,37,3,603
POA6290,24,12,12,16,30,30,33,10,15,175,176,80,94,148,210,353,442,235,106,1837
POA6302,49,24,36,32,63,78,55,56,15,396,496,221,250,330,391,634,686,371,108,3485
POA6304,22,23,13,21,31,34,36,19,10,214,202,113,117,161,212,290,348,168,58,1669
POA6306,33,18,4,19,16,17,9,3,0,120,168,70,76,109,139,142,135,93,41,976
POA6308,25,22,18,20,33,33,27,28,6,201,245,130,134,154,218,266,240,153,37,1568
POA6309,11,5,4,4,10,3,5,0,0,37,39,26,19,24,57,46,50,21,7,292
POA6311,11,13,9,3,11,10,7,4,0,68,102,46,57,51,89,114,98,39,10,605
POA6312,123,79,79,72,74,72,59,32,8,591,779,573,519,501,552,617,545,311,154,4556
POA6313,5,0,3,6,5,0,0,4,0,22,47,19,23,31,42,48,25,18,0,247
POA6315,44,31,30,25,32,35,43,16,6,259,308,154,181,204,226,308,297,153,47,1878
POA6316,14,0,4,9,3,8,10,4,0,50,83,29,37,42,43,68,53,22,3,391
POA6317,130,67,63,64,49,42,47,22,13,485,789,504,531,483,485,523,430,232,100,4085
POA6318,21,4,10,5,5,13,7,8,0,63,114,29,53,65,64,80,64,26,0,493
POA6320,28,8,9,6,13,10,5,3,0,79,119,68,56,57,67,102,46,34,8,554
POA6321,24,8,7,8,4,8,10,5,0,78,114,45,40,63,62,72,62,44,4,505
POA6322,3,8,0,0,3,3,3,6,0,25,44,22,14,25,34,30,41,23,7,240
POA6323,21,3,5,12,18,18,16,11,0,110,176,77,60,87,147,203,205,98,7,1062
POA6324,80,54,52,81,72,74,62,25,9,515,644,356,339,432,525,589,521,225,106,3743
POA6326,12,10,11,7,11,21,5,0,0,72,76,51,53,52,82,106,75,24,8,514
POA6327,14,4,4,7,15,5,0,0,3,46,56,15,28,32,51,31,35,17,5,268
POA6328,3,0,10,3,5,3,9,0,0,36,89,38,71,50,37,86,44,20,0,431
POA6330,547,380,492,462,461,476,383,216,110,3515,6647,4075,4054,4146,4882,5324,4911,2852,1156,38042
POA6333,132,62,58,74,114,110,110,55,24,745,1084,522,393,691,833,1055,1042,542,155,6310
