POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA5133,0,12,8,5,4,34,3,0,3,0,3,0,11,0,0,0,0,0,0,3,0,4,0,0,8,0,15,0,0,0,0,0,0,0,18,7,42,26,43,4,143
POA5134,0,14,4,4,0,28,10,5,7,3,0,0,34,0,0,0,0,0,0,4,5,0,0,0,4,0,10,0,0,0,0,0,0,0,42,14,52,21,32,0,158
POA5136,4,7,0,4,0,23,9,0,14,6,0,0,30,0,0,5,0,0,0,6,0,0,0,0,8,0,12,0,0,0,0,0,0,4,35,8,79,24,55,7,205
POA5137,0,7,0,3,0,20,5,6,20,6,6,0,42,0,0,0,0,0,0,4,0,0,6,0,0,0,8,0,0,4,0,0,0,3,43,6,90,29,56,3,223
POA5138,4,11,0,0,0,20,3,0,13,4,5,3,25,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,0,6,17,9,53,22,26,8,142
POA5139,0,3,0,0,0,6,3,0,8,0,6,0,23,0,3,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,4,9,3,39,18,33,0,107
POA5140,3,12,0,0,0,28,8,3,17,4,5,0,32,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,38,10,81,21,41,0,190
POA5141,3,21,0,7,0,43,9,7,28,11,3,0,61,0,0,4,0,0,0,8,0,0,0,0,9,0,10,7,0,0,0,0,3,7,46,24,120,34,71,10,301
POA5142,0,13,3,0,0,28,11,6,21,4,7,4,40,0,0,0,0,0,0,0,0,0,4,0,8,0,10,0,0,0,0,3,0,0,23,10,79,33,61,6,214
POA5144,0,9,6,0,0,26,10,3,6,0,4,0,24,0,0,0,0,0,0,9,0,0,3,0,4,0,9,0,0,0,0,6,0,5,25,9,53,21,43,0,149
POA5150,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,20
POA5151,3,11,0,4,0,25,5,0,15,3,5,0,30,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,26,14,67,22,47,0,168
POA5152,29,153,34,31,13,367,127,58,234,61,46,4,521,9,5,31,7,9,0,60,5,5,24,14,25,0,78,12,5,33,16,11,4,69,491,197,1085,326,452,45,2594
POA5153,35,147,39,25,4,337,73,44,206,73,60,13,476,11,3,16,8,8,3,46,7,4,22,14,54,3,103,3,7,24,16,24,5,87,311,154,881,380,768,80,2579
POA5154,28,98,13,20,0,206,62,16,139,22,26,3,267,0,5,12,5,3,0,22,5,6,5,4,14,0,34,9,0,13,4,5,6,44,233,96,602,182,207,36,1345
POA5155,28,125,11,21,0,240,59,35,147,47,44,5,334,3,3,23,10,11,5,42,3,4,11,6,27,0,48,0,3,10,3,14,0,32,223,125,638,212,453,26,1669
POA5156,10,34,8,6,5,80,10,8,24,7,7,0,64,0,0,0,0,0,0,7,0,0,3,0,3,0,12,0,0,7,3,0,0,3,56,24,132,63,105,5,385
POA5157,8,55,19,27,0,133,21,19,83,32,50,7,204,0,0,11,4,6,0,21,6,0,3,11,36,0,59,0,0,11,10,14,4,47,97,43,328,182,452,38,1138
POA5158,102,504,145,168,10,1150,212,102,725,379,543,62,2030,4,0,33,20,34,3,102,11,10,59,72,281,9,438,17,3,40,26,117,19,232,742,370,2653,1622,3789,257,9427
POA5159,150,739,190,243,19,1626,279,210,1031,461,668,57,2707,3,3,42,27,66,6,149,24,21,82,91,360,16,589,15,0,62,42,142,29,295,976,578,3531,2084,4687,290,12141
POA5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
POA5161,29,130,39,58,6,313,50,45,233,174,262,13,771,3,0,7,8,13,0,30,3,0,16,24,127,0,175,0,0,17,10,43,12,74,164,104,739,520,1578,73,3181
POA5162,84,342,148,255,24,955,124,112,622,533,973,53,2426,9,5,23,20,56,0,107,4,5,54,64,410,18,557,4,0,29,32,172,40,276,419,293,2046,1755,5597,321,10430
POA5163,28,106,54,92,5,304,47,40,180,236,416,27,953,0,0,15,6,15,4,41,0,0,22,21,185,4,231,3,0,11,15,66,19,116,127,96,619,641,2272,134,3882
POA5164,4,21,22,23,4,81,11,5,50,46,120,7,238,0,0,0,0,4,0,9,3,7,5,4,47,0,57,0,0,0,0,23,3,32,33,18,163,145,608,37,1001
POA5165,17,70,22,33,6,183,25,20,111,80,171,14,426,4,0,11,8,12,0,33,0,4,9,7,57,4,75,3,0,9,9,17,11,48,104,64,394,298,862,69,1791
POA5166,6,15,6,13,4,46,8,9,35,20,32,0,102,0,0,0,0,0,0,0,0,3,0,5,22,0,33,0,0,0,0,16,4,21,23,12,76,77,269,23,484
POA5167,19,110,26,56,7,263,35,31,158,77,146,3,456,0,0,7,7,8,0,23,8,0,17,12,51,0,94,6,0,12,8,31,6,58,131,85,528,336,1007,49,2137
POA5168,11,53,23,33,7,136,20,17,116,84,138,9,381,0,0,0,4,10,0,20,5,0,11,11,75,0,106,0,0,6,7,24,3,45,79,46,322,265,897,52,1658
POA5169,75,294,90,167,13,718,82,82,396,326,550,44,1484,0,0,18,15,37,0,81,6,10,21,36,236,6,315,3,4,11,22,91,18,150,303,251,1363,1121,3339,173,6556
POA5170,5,20,3,7,0,48,6,4,19,20,25,5,78,4,0,0,0,0,0,10,0,0,4,0,17,0,17,0,0,0,0,4,0,8,26,26,92,54,208,11,423
POA5171,24,108,24,37,0,229,30,26,118,75,78,10,325,0,0,6,3,10,0,21,0,0,4,11,57,3,83,4,4,7,9,20,10,50,123,85,503,362,843,66,1985
POA5172,24,74,32,25,4,192,34,25,103,40,62,8,270,0,0,11,5,3,4,18,0,3,7,3,32,0,53,0,4,12,0,17,5,38,117,80,430,242,565,54,1482
POA5173,53,174,59,84,13,431,54,48,219,165,327,23,839,3,0,16,7,22,6,55,6,0,13,19,154,7,203,0,0,20,15,61,12,108,194,145,791,624,1999,112,3854
POA5174,5,40,17,11,0,97,10,5,43,49,67,5,181,0,0,6,0,3,0,12,0,0,0,5,41,0,54,0,0,7,3,17,7,31,51,21,187,162,508,27,964
POA5201,18,35,12,12,0,87,9,15,42,24,40,0,124,0,0,4,5,3,0,15,0,0,0,4,37,4,45,0,0,5,0,5,4,11,47,40,181,141,377,20,811
POA5202,6,12,0,0,0,19,5,0,12,6,20,0,45,0,0,0,0,5,0,5,0,0,0,0,11,0,9,0,0,0,3,0,0,8,12,13,43,46,148,8,266
POA5203,3,10,7,4,0,27,0,3,17,15,24,3,66,0,0,0,0,3,0,7,0,0,0,0,4,0,6,0,0,0,0,8,3,13,12,8,57,64,170,17,335
POA5204,3,28,12,19,0,65,14,6,36,36,45,0,134,0,0,3,7,7,0,13,0,0,7,0,21,0,31,0,0,3,5,10,0,31,44,24,156,156,350,29,746
POA5210,5,21,14,11,0,60,10,6,31,17,40,0,111,0,0,0,0,3,0,9,0,0,0,5,26,0,28,0,0,6,0,13,3,24,22,24,102,103,328,29,597
POA5211,36,181,65,76,9,411,58,48,275,179,308,29,896,6,3,5,16,23,0,50,5,6,9,27,138,5,203,0,8,11,13,38,19,86,193,145,843,641,1755,143,3716
POA5212,7,25,9,3,0,60,17,5,47,24,40,0,137,0,6,3,0,0,0,12,0,0,0,4,19,0,27,5,3,3,0,4,0,13,46,33,134,80,233,9,540
POA5213,3,30,13,11,0,64,6,0,21,19,16,0,64,0,0,0,0,3,0,4,0,0,0,0,10,4,21,0,0,4,0,3,0,15,27,20,119,71,185,7,425
POA5214,21,74,25,27,5,176,26,21,111,89,190,12,449,0,0,6,4,17,0,34,0,0,7,10,70,6,101,0,0,9,14,33,14,67,100,64,382,299,999,92,1941
POA5220,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,25,0,36
POA5221,0,0,0,0,0,11,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,15,8,29,0,69
POA5222,4,11,0,4,0,25,0,0,12,0,5,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,11,50,29,100,6,208
POA5223,10,69,10,13,0,110,8,12,44,36,41,6,147,0,0,19,4,4,3,35,0,3,8,0,31,0,45,5,0,14,6,15,3,47,49,38,301,166,503,36,1089
POA5231,3,16,10,7,3,50,9,5,26,19,14,0,75,0,0,0,0,6,0,10,0,0,3,0,18,0,16,0,0,0,0,9,0,12,25,18,84,77,224,24,462
POA5232,3,10,0,0,0,10,0,4,18,3,5,0,29,0,0,3,3,0,0,5,0,0,0,0,0,0,8,0,0,4,0,0,0,3,6,6,55,34,44,3,158
POA5233,6,21,17,19,0,70,0,4,25,18,24,0,81,0,0,0,4,0,0,7,0,0,0,0,19,0,23,0,0,4,0,9,0,18,34,17,124,103,249,8,528
POA5234,5,19,17,17,0,65,6,5,25,24,28,0,87,0,0,0,3,0,0,9,0,0,5,4,16,0,21,0,0,5,4,3,0,12,26,23,104,109,215,8,490
POA5235,9,44,18,16,0,104,6,5,31,22,42,3,109,0,0,0,4,0,0,7,0,0,4,3,24,4,29,0,0,0,0,15,5,23,34,34,196,132,401,32,829
POA5236,0,4,0,0,0,9,0,0,7,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,5,0,4,5,0,22,5,66,3,113
POA5237,0,0,0,0,6,7,0,0,8,0,5,0,3,0,0,0,0,0,0,3,0,0,0,3,9,0,4,0,0,0,3,0,0,3,6,3,13,20,61,0,101
POA5238,11,17,10,20,0,71,0,4,45,35,90,10,184,0,0,0,0,5,0,0,0,0,0,5,41,5,46,0,0,0,6,22,7,40,24,21,113,140,557,49,896
POA5240,0,6,4,3,0,19,8,4,20,7,6,0,38,0,0,5,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,15,11,64,39,75,3,207
POA5241,16,38,5,20,0,100,12,5,45,36,51,0,158,0,0,0,3,0,0,7,0,0,7,0,26,0,40,0,0,0,5,7,0,18,53,32,201,138,394,21,836
POA5242,3,38,16,9,0,93,11,10,40,24,26,4,119,0,0,4,0,0,0,9,0,0,6,6,17,0,30,0,0,0,0,11,0,13,62,30,182,136,219,21,646
POA5243,5,13,0,8,0,34,5,9,23,13,7,3,56,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,5,0,14,31,24,102,45,93,10,306
POA5244,15,69,22,28,6,172,21,21,80,47,68,3,242,0,0,15,5,12,0,32,0,0,14,10,55,6,82,3,3,16,5,16,8,56,118,68,399,265,691,51,1581
POA5245,6,45,24,21,5,136,25,12,76,22,41,0,181,3,0,13,0,4,0,21,3,0,13,8,27,4,53,5,5,4,9,5,0,26,121,43,343,193,382,37,1111
POA5250,20,93,25,27,6,201,28,20,117,37,53,0,255,3,0,11,7,3,0,19,0,5,13,10,49,0,74,3,0,4,7,10,3,28,110,78,399,250,537,34,1404
POA5251,97,392,93,135,7,836,101,93,482,263,360,22,1335,8,3,33,17,40,3,109,11,5,49,38,206,0,319,9,6,28,27,71,18,158,444,343,1867,1160,2830,169,6814
POA5252,31,128,42,49,7,299,42,31,167,87,119,11,452,0,0,4,6,9,0,17,4,6,11,12,93,3,128,0,0,12,19,35,13,81,135,94,624,419,1136,74,2480
POA5253,38,132,70,108,14,393,42,42,187,175,440,30,923,0,0,10,14,36,4,62,4,5,17,22,175,9,223,7,0,11,16,87,23,142,132,120,648,640,2509,195,4244
POA5254,13,32,8,18,0,76,5,11,25,28,62,0,133,0,0,6,0,13,0,15,0,0,4,0,35,0,42,0,0,5,4,15,7,30,26,22,121,99,451,21,742
POA5255,27,123,49,67,0,294,29,26,151,125,234,18,580,0,0,9,6,28,4,55,4,6,19,12,113,0,150,3,5,10,8,51,18,98,108,103,607,523,1612,103,3056
POA5256,0,13,3,6,0,30,5,0,11,19,48,0,84,0,0,0,4,3,0,6,0,0,0,4,11,0,12,0,0,0,0,10,0,10,13,4,54,56,212,15,362
POA5259,0,3,0,10,0,20,0,0,7,16,11,5,43,0,0,0,0,3,0,5,0,0,0,3,6,0,9,0,0,0,0,5,4,6,7,8,47,48,163,20,284
POA5260,0,8,10,9,0,30,0,0,7,15,37,0,63,0,0,0,0,0,0,0,0,0,0,4,13,0,19,0,0,0,3,4,3,17,0,0,31,54,214,22,328
POA5261,5,5,0,0,0,16,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,7,58,7,100
POA5262,0,3,0,0,0,13,0,0,7,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,6,4,4,33,25,73,3,140
POA5263,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,12,17,0,57
POA5264,0,10,10,11,0,35,5,0,9,16,24,3,54,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,4,0,3,4,11,16,3,48,56,165,16,312
POA5265,4,7,0,3,0,18,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,6,4,4,31,21,54,6,119
POA5266,0,12,0,0,0,18,0,0,4,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,13,5,48,23,80,16,183
POA5267,8,27,8,9,0,57,0,3,23,12,25,5,71,0,0,0,0,0,0,3,0,0,0,4,17,0,16,0,0,3,0,7,3,17,7,15,140,80,326,40,605
POA5268,5,42,10,13,0,71,3,8,35,24,55,4,131,0,0,0,0,4,0,3,0,0,3,13,58,0,77,0,0,0,0,11,12,22,24,15,219,170,607,77,1112
POA5269,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,18,14,34,4,70
POA5270,0,14,4,3,0,28,4,3,9,8,7,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,3,0,4,6,8,43,33,91,4,189
POA5271,20,109,28,46,0,208,12,14,96,56,90,12,279,0,0,3,0,3,0,12,4,0,3,7,63,0,80,0,0,6,8,22,18,64,53,58,465,330,1042,119,2070
POA5272,4,8,8,9,0,27,0,0,12,3,8,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,9,0,9,8,7,58,49,129,16,272
POA5273,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,7,11,19,0,43
POA5275,9,25,10,4,0,51,0,0,17,24,39,0,88,0,0,0,0,7,0,7,0,0,0,4,15,0,15,0,0,0,0,6,5,13,14,16,102,97,319,34,577
POA5276,4,14,5,9,0,30,0,0,9,11,11,0,30,0,0,0,0,3,0,4,0,0,0,3,17,0,21,0,0,0,0,4,3,11,15,16,70,71,207,22,402
POA5277,0,32,9,21,0,75,3,4,25,21,41,8,98,0,0,0,0,3,0,7,0,0,6,3,16,0,31,0,0,3,0,14,9,25,22,21,156,106,384,43,733
POA5278,0,7,0,5,0,10,4,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,24,15,73,5,131
POA5279,0,0,5,0,0,8,0,0,6,3,7,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,0,4,4,20,17,59,8,113
POA5280,15,85,22,49,0,196,17,9,75,62,159,14,337,0,0,4,0,4,0,12,0,0,0,0,72,3,81,0,0,0,9,37,14,59,51,41,311,225,1082,109,1823
POA5290,73,398,102,189,8,853,98,86,431,254,633,39,1545,0,0,11,4,30,0,44,7,10,17,46,285,8,370,4,6,20,21,123,33,208,285,243,1376,913,3837,246,6899
POA5291,43,141,44,71,9,325,30,29,152,91,159,21,481,0,0,0,3,21,0,29,0,0,4,12,124,0,148,4,0,6,3,63,14,92,82,106,561,409,1735,139,3033
POA5301,0,6,6,9,0,22,0,0,3,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,9,4,31,23,70,5,132
POA5302,0,10,0,5,0,28,0,0,5,11,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,59,36,119,3,229
POA5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,5,18,3,44
POA5304,0,13,3,3,0,20,0,0,13,9,11,0,33,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,3,0,10,8,3,49,33,123,9,228
POA5306,0,0,0,4,0,4,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,20
POA5307,3,0,0,3,0,13,0,0,0,10,5,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,6,23,17,73,10,121
POA5308,0,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,5,5,21,0,32
POA5309,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,28
POA5310,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7
POA5311,0,4,0,0,0,6,0,0,5,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,18,61,4,96
POA5320,0,4,0,3,0,10,0,0,0,0,6,0,13,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,3,7,4,0,14,15,72,15,124
POA5321,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,5,9,38,0,56
POA5322,5,9,8,5,3,21,0,4,9,3,12,0,33,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,10,7,9,40,43,142,17,250
POA5330,13,37,15,16,0,88,8,7,26,25,56,4,125,0,0,0,0,3,0,3,0,0,0,4,29,0,36,0,0,4,3,13,6,27,24,22,140,144,435,32,791
POA5331,5,5,0,7,0,11,0,5,4,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,18,39,0,72
POA5332,0,5,0,0,0,9,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,4,0,0,12,9,52,4,85
POA5333,18,125,31,46,3,229,20,16,92,61,138,5,329,0,0,0,0,7,3,9,0,4,3,10,62,0,80,0,0,8,6,21,8,40,50,51,335,263,890,48,1643
POA5340,5,27,8,9,0,50,0,4,21,12,16,3,56,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,3,3,0,0,13,13,10,80,66,212,14,397
POA5341,17,83,35,51,14,211,11,12,104,74,144,10,360,0,0,0,0,0,0,3,0,0,3,11,80,0,100,3,0,13,3,35,21,74,55,47,391,307,1070,130,2004
POA5342,0,8,3,7,0,25,4,4,20,18,31,0,85,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,5,4,9,8,14,51,48,207,13,343
POA5343,9,69,13,41,10,153,24,10,85,53,87,14,268,0,0,4,0,5,0,10,0,0,6,8,49,0,65,0,0,4,4,26,6,36,73,36,271,167,631,59,1228
POA5344,0,9,4,14,0,29,0,0,7,9,19,0,38,0,0,0,0,0,0,0,0,0,0,6,13,0,18,0,0,0,0,5,5,10,6,4,48,36,143,10,248
POA5345,9,43,19,19,0,92,13,3,64,31,62,6,180,0,0,0,0,5,0,4,0,0,0,5,35,0,37,0,0,0,4,13,3,34,31,11,173,104,489,48,863
POA5346,0,0,5,0,0,5,0,0,5,10,14,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,4,11,18,46,7,85
POA5350,4,13,3,9,0,24,0,0,7,9,13,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,9,3,6,38,41,109,3,207
POA5351,26,141,29,43,6,285,14,23,85,82,119,5,324,0,0,7,3,14,0,22,0,0,0,7,44,4,64,3,0,3,9,40,6,64,90,90,467,384,1070,71,2171
POA5352,30,88,31,22,0,198,30,12,81,49,58,3,234,7,0,6,0,4,0,20,4,0,8,6,37,0,58,3,0,12,7,22,4,46,128,78,455,319,705,38,1726
POA5353,14,46,18,15,0,115,19,13,41,31,50,0,153,6,0,3,0,9,0,20,0,0,7,5,27,0,33,0,0,3,3,15,0,24,59,58,281,168,582,36,1180
POA5354,0,10,0,0,0,9,0,0,0,4,3,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,12,11,33,6,58
POA5355,26,120,31,43,5,246,17,23,109,99,122,18,374,0,0,6,4,11,0,24,3,0,9,7,86,0,108,0,0,13,4,24,9,52,92,75,489,390,1326,73,2456
POA5356,7,6,3,8,0,22,0,0,5,11,11,0,27,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,6,3,10,8,7,26,34,159,9,240
POA5357,0,7,0,4,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,5,5,47,6,77
POA5360,7,20,10,12,0,61,3,4,16,13,24,0,56,0,0,0,0,0,0,3,0,0,7,0,11,0,19,0,0,5,3,8,0,14,16,16,103,82,201,4,427
POA5371,4,20,8,14,0,50,4,3,13,13,32,4,64,0,0,0,0,0,0,3,0,0,0,4,17,0,23,0,0,0,5,22,0,20,12,12,63,85,280,12,466
POA5372,4,44,15,22,5,92,5,8,42,36,70,4,163,0,0,0,3,4,0,6,0,0,0,0,26,0,28,0,0,5,7,18,9,31,17,18,134,117,476,18,789
POA5373,13,58,25,26,0,127,3,6,34,40,70,5,162,0,0,4,0,4,0,7,0,3,0,3,50,0,56,0,0,5,3,15,3,27,34,32,178,143,532,31,948
POA5374,0,11,12,6,0,39,0,4,11,12,28,8,55,0,0,0,0,3,0,4,0,0,6,0,16,0,22,0,0,0,0,6,0,8,16,8,42,57,216,20,370
POA5381,0,4,4,3,0,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,7,42,0,60
POA5400,0,21,8,6,0,41,0,0,17,15,22,0,50,0,0,0,0,4,0,3,0,0,4,0,13,0,17,0,0,0,3,7,0,10,10,4,97,49,170,14,336
POA5401,0,6,3,3,3,13,0,0,6,4,14,0,30,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,7,3,7,9,5,31,27,102,12,180
POA5410,0,0,0,0,0,3,0,0,0,4,7,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,3,7,0,12,10,58,3,84
POA5411,0,0,0,6,0,6,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,11,0,0,12,9,55,0,73
POA5412,0,16,5,0,0,34,3,3,13,13,18,0,48,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7,11,6,6,61,48,116,7,247
POA5413,0,8,5,5,0,19,0,0,4,10,13,7,29,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,5,0,6,11,6,41,33,117,17,231
POA5414,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,8,7,22,7,41
POA5415,0,7,0,0,0,6,0,0,5,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,22,19,29,4,84
POA5416,0,0,0,0,0,4,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,10,35,0,62
POA5417,0,13,5,6,0,27,9,0,8,6,16,0,46,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,6,0,14,20,4,59,50,189,9,338
POA5418,0,5,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,18,0,34
POA5419,0,4,0,0,0,4,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,7,59
POA5420,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,0,27
POA5421,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,11,7,20
POA5422,0,16,9,4,0,31,0,0,7,16,15,0,44,0,0,0,0,6,0,7,0,0,0,0,7,0,13,0,0,0,4,0,3,6,7,5,27,43,154,9,254
POA5431,3,17,5,10,0,42,0,5,16,14,19,5,54,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,3,0,0,10,50,41,127,7,234
POA5432,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,40
POA5433,0,19,4,14,0,41,0,4,27,10,20,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,4,13,8,11,74,56,167,23,333
POA5434,0,6,3,5,0,18,0,0,4,3,6,0,11,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,7,27,36,65,5,141
POA5440,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,8,42
POA5451,4,11,3,4,0,30,0,0,14,3,9,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,5,16,17,60,39,96,9,234
POA5452,3,7,0,0,0,23,0,0,11,5,7,3,22,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,8,0,5,10,4,42,26,68,11,161
POA5453,28,93,28,28,3,189,29,14,97,47,70,5,256,0,0,4,3,6,0,20,0,0,8,10,49,0,70,3,4,9,5,19,4,50,104,70,420,260,719,55,1630
