POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2353,3,15,4,13,0,40,6,4,13,10,28,0,58,0,0,0,0,4,0,7,0,0,0,0,8,0,9,0,0,0,0,14,0,10,17,9,60,45,205,10,343
POA2354,9,51,19,24,0,111,7,3,28,29,46,5,118,0,0,4,6,3,0,15,0,0,0,0,25,0,29,0,0,5,0,12,3,27,40,21,238,177,513,55,1048
POA2355,4,10,0,7,0,16,0,0,12,4,8,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,4,0,9,9,7,34,16,80,11,154
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,15
POA2357,17,63,25,37,6,161,12,3,55,36,61,0,166,0,0,9,0,5,0,16,3,0,3,5,27,4,37,0,0,0,0,14,4,22,53,28,213,144,476,47,968
POA2358,13,68,28,35,4,193,17,7,56,28,74,4,189,0,0,3,3,4,0,5,0,0,4,3,26,0,32,0,0,0,0,11,0,11,87,41,254,166,531,40,1117
POA2359,0,4,4,4,0,12,0,0,8,7,13,0,30,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,6,0,0,23,25,85,4,140
POA2360,45,237,68,120,4,510,32,34,161,130,339,26,724,0,0,0,0,9,4,14,3,0,5,26,171,0,205,3,4,11,14,79,17,127,125,111,745,544,2041,183,3749
POA2361,0,3,4,10,4,24,0,0,10,9,10,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,10,12,3,11,32,34,92,26,194
POA2365,10,34,14,34,3,115,10,8,33,23,46,5,130,0,0,0,0,0,0,4,0,0,5,0,23,3,33,3,0,3,8,6,9,28,64,47,206,145,456,61,979
POA2369,0,6,5,5,0,11,0,0,0,10,21,4,36,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,4,3,6,8,26,78,12,127
POA2370,26,94,31,38,0,212,27,6,102,51,122,12,321,3,0,6,4,7,0,20,5,0,8,10,80,0,97,0,0,3,3,46,16,72,77,61,390,282,958,83,1851
POA2371,0,8,0,0,0,11,0,3,9,5,18,3,35,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,6,8,12,9,5,45,30,112,15,205
POA2372,15,65,23,22,0,135,12,10,41,44,53,4,166,0,0,0,0,7,0,14,0,0,6,4,39,0,48,0,0,3,4,26,17,56,46,44,247,186,585,77,1185
POA2379,0,0,0,0,0,5,0,0,3,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,26,18,42,6,97
POA2380,35,178,40,94,9,404,22,17,111,96,188,15,449,0,0,3,0,12,0,13,0,0,20,19,152,4,194,0,0,15,17,47,12,94,137,89,662,415,1775,126,3195
POA2381,3,19,3,6,0,32,0,3,7,10,19,5,43,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,5,11,9,8,54,55,147,15,290
POA2382,0,11,0,10,0,23,4,4,11,5,13,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,5,0,14,6,12,55,36,205,14,328
POA2386,0,5,0,4,0,12,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,30,0,75
POA2387,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,29,5,59
POA2388,7,36,13,18,0,77,0,6,27,23,30,4,85,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0,5,0,18,4,21,7,16,131,77,306,32,581
POA2390,18,129,40,38,10,272,20,14,89,88,172,10,386,4,0,16,0,17,0,33,7,0,17,11,93,6,130,0,0,8,8,48,22,89,125,75,527,357,1299,117,2500
POA2395,0,10,0,6,0,19,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,30,20,70,16,135
POA2396,9,16,0,5,0,36,4,0,10,4,11,3,39,0,0,0,0,4,0,4,0,0,0,0,4,0,6,0,0,0,0,5,5,6,7,4,36,18,84,12,159
POA2397,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,17,18,26,5,66
POA2398,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,10,22,0,53
POA2399,0,3,5,0,0,8,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,0,3,3,7,5,4,33,27,80,16,159
POA2400,26,167,43,52,4,328,29,21,98,63,96,13,320,3,0,3,0,12,0,20,0,0,12,21,107,0,136,4,3,10,7,42,19,85,98,79,645,416,1128,123,2490
POA2401,0,6,0,0,0,15,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,23,12,51,4,90
POA2402,4,32,3,18,0,59,0,0,19,12,31,0,71,0,0,0,0,0,0,5,0,0,3,0,20,0,21,0,0,0,5,8,3,21,13,11,86,63,202,17,386
POA2403,0,8,0,8,0,21,0,0,0,0,7,4,10,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,4,41,16,94,19,173
POA2404,0,25,4,10,0,43,3,0,11,21,37,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,15,19,5,76,63,187,18,366
POA2405,0,3,6,0,0,13,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,6,5,4,22,22,40,4,98
POA2406,5,15,8,5,0,24,0,6,8,10,10,6,33,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,7,0,10,52,40,68,16,182
POA2408,0,5,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,19,31,5,85
POA2409,5,9,5,4,0,19,0,0,6,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,3,8,31,30,65,10,143
POA2410,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,20,6,26,5,61
POA2411,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,0,42
POA2415,0,0,0,9,0,12,0,0,0,3,5,4,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,15,13,72,3,114
POA2420,11,60,21,27,4,152,9,9,40,40,72,10,185,0,0,7,0,0,0,9,0,0,6,3,50,0,63,5,0,3,7,21,5,41,71,39,213,176,606,48,1150
POA2421,5,25,8,22,3,73,8,0,36,28,28,3,109,0,0,0,0,3,0,9,0,0,0,3,25,0,34,0,0,9,5,16,0,24,36,10,164,122,385,24,742
POA2422,14,61,20,29,0,134,7,18,34,49,98,8,220,0,0,0,9,14,0,26,0,0,3,4,42,0,55,8,0,5,4,31,20,60,59,54,229,187,746,69,1339
POA2423,13,29,17,13,3,74,12,4,31,26,57,6,130,0,0,0,0,9,0,6,0,0,6,0,20,4,24,0,0,4,7,16,8,38,39,20,137,115,407,38,752
POA2424,0,6,0,0,0,9,0,4,3,3,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,14,18,51,15,106
POA2425,0,10,9,7,0,38,6,8,20,21,39,0,88,0,0,0,0,0,0,5,0,0,0,0,14,0,15,4,0,0,0,15,7,24,24,11,91,91,313,29,564
POA2426,0,8,8,7,0,27,0,0,9,16,24,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,11,8,7,20,41,131,12,210
POA2427,3,29,6,17,0,67,13,0,34,36,52,6,137,0,0,0,0,4,0,8,0,0,0,3,23,0,28,0,0,0,0,12,7,24,32,14,104,111,317,27,606
POA2428,58,297,84,143,12,672,104,59,375,252,552,78,1419,0,0,18,13,42,3,84,3,4,18,37,176,5,242,4,6,31,32,106,41,221,287,180,1225,938,2784,307,5720
POA2429,21,96,46,54,4,259,30,17,142,120,278,27,614,0,0,0,3,12,4,25,3,0,3,16,95,8,119,0,0,7,11,38,15,71,109,59,436,370,1356,126,2453
POA2430,86,499,178,226,21,1124,184,90,644,454,918,104,2397,3,5,16,11,39,4,83,11,4,27,54,287,3,389,7,9,28,41,152,56,288,442,268,1781,1436,4491,387,8804
POA2431,21,75,19,30,0,157,16,7,74,42,92,3,242,0,0,6,4,6,0,19,0,0,6,9,40,0,50,0,0,0,4,16,7,33,56,39,272,200,664,49,1281
POA2439,11,49,16,31,0,130,9,12,67,44,83,3,225,0,0,0,0,6,0,11,0,0,0,7,42,4,56,0,0,4,0,19,4,24,32,30,193,164,589,36,1042
POA2440,49,246,105,180,15,649,50,52,296,240,577,57,1278,0,0,6,9,14,0,32,3,3,20,26,158,0,209,0,0,11,21,120,56,210,158,144,917,740,2938,307,5198
POA2441,12,55,21,23,0,119,20,6,64,55,98,11,253,4,0,6,3,9,0,19,0,0,0,12,36,0,40,0,0,8,3,20,7,42,57,33,229,208,581,62,1163
POA2443,10,86,27,65,4,221,18,19,107,71,166,15,395,0,5,4,3,7,0,18,7,0,3,9,67,3,85,5,5,4,3,33,13,57,88,57,332,249,972,86,1784
POA2444,163,914,258,327,33,2003,493,192,1452,649,1238,103,4124,14,9,41,29,74,0,170,27,12,69,109,416,11,638,16,3,56,59,192,77,408,1260,588,4119,2549,6386,484,15390
