POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA4174,10,6,9,12,6,12,0,11,0,65,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,3,3,0,14,0,0,4,0,6,5,4,6,3,29,153,306,163,120,151,55,57,64,18,1094
POA4178,58,28,146,79,58,44,30,46,6,495,0,0,3,0,0,4,0,0,0,13,19,27,5,10,24,5,14,13,0,114,36,14,29,22,24,20,17,22,38,221,1472,2860,1360,979,1250,507,375,479,140,9426
POA4179,49,15,89,55,56,33,14,30,0,348,0,0,0,0,0,3,0,0,0,6,27,32,9,8,24,7,4,4,3,107,19,26,28,9,28,7,12,6,48,178,1418,2302,1040,703,980,382,210,254,145,7440
POA4183,7,0,8,4,10,5,0,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,7,6,0,0,0,0,0,5,4,27,106,134,82,65,58,37,21,65,9,587
POA4184,7,0,30,15,4,13,0,11,0,90,0,0,0,0,0,0,0,0,0,8,0,0,7,9,9,0,0,0,0,24,9,0,9,13,3,4,9,8,14,66,157,291,240,250,141,103,78,126,30,1404
POA4205,10,0,25,16,15,17,8,17,0,101,0,0,0,0,0,3,0,0,0,8,5,5,7,0,0,0,0,0,0,22,0,0,13,6,0,3,10,3,12,48,124,228,237,247,148,95,122,125,34,1355
POA4207,132,39,338,231,202,148,108,169,17,1379,5,0,4,3,5,0,0,4,0,24,30,21,35,34,26,14,47,35,16,250,46,39,98,58,58,44,72,91,138,646,1929,3391,3683,2917,2431,1170,1290,1638,369,18822
POA4208,72,21,124,91,106,65,36,51,3,561,0,0,0,3,0,7,0,3,0,19,20,14,16,9,10,3,21,8,5,103,21,15,39,16,23,11,30,27,54,242,1160,1826,1552,1016,1102,504,435,528,137,8266
POA4209,268,56,585,364,248,220,142,215,23,2134,7,0,4,0,0,3,3,5,0,26,24,38,51,43,37,28,52,32,15,328,66,46,118,82,64,68,92,77,156,760,2973,5251,4175,3738,2799,1783,1333,1716,462,24237
POA4210,66,27,151,106,99,59,38,51,6,614,0,0,0,0,0,0,0,3,3,12,9,17,18,9,8,8,6,9,3,91,24,17,44,25,22,14,18,24,39,227,1090,1978,1502,1109,1035,528,372,496,153,8263
POA4211,175,63,515,276,218,162,70,174,23,1681,0,4,7,3,6,3,4,4,0,31,35,44,45,32,39,23,25,35,17,284,50,36,99,60,64,52,44,68,133,603,2545,5033,3829,3045,2615,1545,891,1451,392,21353
POA4212,105,33,178,107,104,97,31,69,13,733,0,3,0,0,3,0,0,0,0,9,31,26,20,22,24,14,6,4,9,158,40,31,56,20,35,28,11,19,52,299,2095,2915,1589,1165,1406,886,348,523,199,11129
POA4213,91,41,170,100,95,61,27,65,8,658,0,5,0,0,0,0,0,0,0,10,24,27,21,6,24,4,8,13,10,138,26,33,45,27,33,22,16,22,74,293,1586,3056,1819,1341,1261,683,330,563,219,10860
POA4214,109,30,296,147,94,95,42,119,12,939,0,0,3,0,0,3,0,3,5,21,28,26,22,25,22,17,8,12,7,158,43,36,82,44,25,26,23,36,80,396,1524,3847,2010,1724,1440,934,493,799,246,13020
POA4215,166,39,576,297,148,168,63,207,15,1690,5,4,0,3,3,10,5,10,0,37,22,36,33,29,31,26,20,33,15,232,50,51,61,64,44,44,35,83,97,527,1894,4775,2590,2927,1846,1468,703,1591,335,18124
POA4216,102,34,267,127,89,103,36,81,10,852,0,0,0,3,0,5,0,3,0,8,24,24,18,21,28,13,11,11,9,153,43,45,50,38,47,34,19,36,69,382,1821,2910,1851,1522,1501,999,415,686,225,11930
POA4217,186,50,464,198,120,106,40,137,15,1324,0,0,4,4,0,6,0,0,0,14,38,40,22,25,25,19,8,18,9,210,74,32,67,62,34,50,18,46,84,462,2447,4049,1951,1929,1566,1350,500,1284,327,15410
POA4218,141,38,321,167,131,97,26,67,7,987,3,0,0,5,0,0,0,4,0,24,32,32,19,20,26,9,6,15,6,169,43,39,65,33,38,32,17,24,72,370,2192,4059,1834,1656,1464,973,316,674,243,13407
POA4220,115,32,228,150,102,95,15,67,7,811,4,0,0,0,0,0,0,0,0,9,27,31,15,25,14,9,7,14,7,146,33,32,45,38,36,27,13,29,71,328,1885,3788,1834,1572,1260,789,285,537,217,12157
POA4221,79,31,179,144,94,73,21,71,10,711,0,0,0,0,7,0,0,0,0,6,26,32,19,14,15,9,4,13,3,132,31,22,37,34,40,21,9,25,51,273,1460,3247,1745,1368,1126,667,259,558,193,10615
POA4223,56,13,91,76,36,50,16,38,5,377,0,0,0,0,0,0,0,3,0,3,7,13,11,12,7,0,0,7,8,67,11,18,31,18,12,19,7,13,34,157,802,1602,885,668,531,337,140,295,104,5367
POA4224,16,7,36,31,19,20,6,12,0,146,0,0,0,0,0,0,0,0,0,0,6,5,5,3,3,4,0,3,4,29,5,8,15,6,11,3,3,12,15,85,348,814,442,374,247,141,75,142,49,2622
POA4225,22,4,59,37,27,11,9,20,0,192,0,0,0,6,0,0,0,0,0,6,6,12,8,6,3,3,3,3,4,53,10,11,16,11,5,3,0,5,19,83,420,856,426,410,288,175,91,174,54,2898
POA4226,115,37,266,168,118,103,27,79,6,915,0,7,0,3,0,0,3,4,0,17,25,28,18,18,23,10,11,9,9,143,34,33,40,33,27,32,14,31,76,325,1733,3882,1720,1729,1609,1066,350,703,231,13025
POA4227,92,21,199,112,85,51,24,46,3,638,0,0,0,0,0,0,0,5,0,10,10,18,9,13,15,9,8,12,4,99,29,23,28,29,16,21,6,29,51,237,1206,2666,1253,1219,1060,627,257,487,153,8923
POA4228,15,7,29,17,15,11,0,19,5,121,0,0,0,0,0,0,0,0,0,0,4,10,0,0,4,0,3,0,0,29,3,3,0,4,10,11,3,6,3,54,312,549,323,190,228,117,59,110,33,1914
POA4270,5,0,13,8,9,13,0,8,0,73,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,22,0,0,7,9,4,0,5,5,16,42,208,292,334,162,187,86,87,99,32,1482
POA4272,28,0,52,9,13,15,9,11,6,139,0,0,0,0,0,0,0,0,0,0,4,9,4,12,9,0,7,4,3,43,15,8,17,5,3,3,0,3,12,74,408,877,427,333,251,142,58,166,37,2696
POA4275,15,5,21,18,12,7,7,12,0,96,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,18,8,3,3,6,0,9,0,7,5,42,217,272,264,198,140,62,60,100,22,1337
POA4280,44,7,105,58,78,39,42,49,10,416,0,0,0,0,0,5,0,0,0,7,14,17,18,11,8,5,9,9,3,98,22,13,41,16,22,10,29,25,57,231,783,1026,1470,883,887,333,478,426,150,6441
POA4285,50,14,91,57,68,43,32,59,0,406,0,0,0,0,0,0,0,0,0,14,16,12,15,8,10,4,7,9,3,81,20,7,40,26,25,12,30,28,50,239,734,1007,1236,847,707,306,427,495,119,5886
POA4287,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,5,0,0,3,15,36,22,30,25,12,5,13,24,6,172
POA4300,158,47,359,225,178,117,149,149,24,1397,0,4,0,3,4,12,4,18,0,44,37,58,41,57,43,20,60,47,5,364,63,45,86,67,77,45,80,65,149,678,2683,6167,3473,3296,3038,1233,1449,1394,434,23167
POA4301,56,18,148,118,73,82,67,103,9,671,0,0,4,3,6,0,0,5,0,20,11,14,24,25,22,9,34,31,7,176,19,20,59,48,36,22,68,64,74,410,692,1526,1549,1899,1203,581,883,964,199,9495
POA4303,8,0,12,8,9,7,4,9,5,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,6,7,0,13,0,0,7,3,4,3,7,17,10,46,50,123,130,152,104,66,75,101,28,833
POA4304,50,8,96,46,38,37,22,63,7,373,0,5,0,0,0,0,0,0,0,12,6,9,14,8,13,7,6,4,6,76,7,10,29,26,17,9,22,25,35,182,477,895,814,777,606,275,309,397,106,4661
POA4305,128,34,335,240,133,154,70,165,7,1263,0,9,0,5,3,10,0,11,0,39,42,26,42,41,45,25,31,31,17,297,44,29,87,70,56,50,77,90,112,617,1807,3908,3270,3129,2245,1045,1037,1357,308,18107
POA4306,108,35,228,141,144,87,47,93,9,883,3,8,7,5,0,5,3,6,0,31,31,36,38,36,31,12,25,21,5,244,45,30,73,64,37,32,41,37,76,437,2133,3959,2851,2251,2024,772,734,808,241,15768
POA4307,5,0,10,5,8,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,5,0,4,8,0,21,79,67,110,64,53,27,24,26,5,462
POA4309,8,0,14,5,11,0,0,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,11,3,8,5,3,5,5,10,5,52,157,155,184,131,89,31,70,85,14,918
POA4310,9,3,33,11,7,16,8,14,3,101,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,5,0,20,9,3,11,7,3,6,3,8,17,76,233,356,278,216,154,72,75,145,52,1582
POA4311,17,4,34,24,16,22,9,28,0,155,0,0,0,0,0,3,0,0,0,0,13,0,9,5,3,4,6,3,0,42,12,10,19,20,12,9,18,23,19,137,274,375,524,394,273,148,190,242,47,2475
POA4312,6,0,16,6,6,3,5,9,4,49,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,16,0,0,9,7,0,5,0,0,0,26,84,96,101,112,72,38,29,71,14,618
POA4313,6,0,11,3,4,4,0,13,0,40,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,15,4,0,8,3,0,0,4,3,4,26,89,88,91,94,54,34,40,49,17,550
POA4314,6,0,4,6,3,5,4,9,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,0,6,4,4,8,6,38,90,74,80,112,53,26,37,55,11,530
POA4340,10,0,32,11,6,7,5,21,5,98,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,5,5,4,0,25,3,3,11,3,0,4,10,10,16,67,175,272,327,273,187,75,100,142,39,1595
POA4341,38,10,67,49,25,33,21,57,0,298,0,0,0,3,0,0,0,0,0,4,7,11,7,14,7,3,14,10,0,64,17,16,15,22,16,11,19,27,29,164,477,682,749,690,427,244,303,383,63,4013
POA4342,3,5,12,3,3,4,3,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,3,5,0,0,0,5,4,0,18,74,91,132,96,78,35,61,85,7,649
POA4343,25,5,50,28,16,12,13,67,0,218,0,0,0,0,0,5,0,10,0,14,22,10,0,3,6,8,9,28,5,86,13,10,19,11,7,0,14,44,34,159,404,501,437,346,254,151,176,738,77,3085
POA4344,5,0,16,4,11,3,3,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,15,4,0,3,0,0,0,5,0,4,28,115,166,154,102,96,36,51,79,9,806
POA4346,0,0,6,0,9,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,3,0,0,3,3,4,0,17,41,72,75,43,39,18,17,23,6,336
POA4347,0,0,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,3,4,0,0,19,34,61,66,44,34,25,20,60,7,349
POA4350,240,50,742,453,280,267,80,272,18,2403,0,3,6,14,0,13,0,17,0,61,46,77,50,77,50,41,60,49,23,465,65,66,115,121,74,60,61,137,142,836,3894,10897,5570,5659,4155,2012,1402,2483,477,36558
POA4352,58,17,148,100,83,73,28,72,6,588,5,0,0,0,0,6,0,0,0,15,26,19,18,28,17,10,19,14,5,162,19,22,43,36,23,15,12,27,36,238,1517,2868,1999,1368,1420,488,458,564,149,10845
POA4353,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,18,10,26,9,12,0,15,4,0,100
POA4354,11,0,9,5,4,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,16,43,55,88,41,49,20,27,24,4,353
POA4355,8,0,6,4,3,3,5,10,0,37,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,0,0,3,0,13,3,0,4,3,3,0,0,5,5,33,89,100,107,99,63,21,25,83,7,592
POA4356,9,3,19,11,17,8,6,11,6,92,0,0,0,0,0,0,0,0,0,5,5,0,5,3,0,0,7,0,0,19,0,3,12,3,6,7,13,14,15,71,234,240,301,150,166,58,89,131,32,1395
POA4357,7,0,11,8,0,4,4,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,5,6,23,107,71,81,64,51,26,42,107,18,571
POA4358,8,0,19,20,8,13,0,11,0,77,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,3,0,15,0,0,7,5,6,6,3,6,0,30,136,193,182,125,121,62,56,75,16,962
POA4359,6,0,6,0,0,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,5,0,0,0,0,10,76,108,85,47,53,28,25,30,7,462
POA4360,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,27,30,20,14,4,10,14,0,150
POA4361,4,0,4,11,0,0,3,0,4,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,17,7,0,3,0,0,0,0,3,10,27,136,128,127,106,55,26,31,67,17,696
POA4362,5,0,18,4,7,6,0,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,5,0,0,5,0,6,34,108,131,110,88,67,32,37,48,20,642
POA4363,0,0,3,5,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,20,35,39,21,18,4,6,19,0,165
POA4364,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,4,4,3,5,4,3,0,45
POA4365,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,18,19,12,14,13,5,9,16,0,117
POA4370,58,17,111,62,33,51,29,54,0,423,0,0,0,3,0,0,0,0,0,7,5,5,6,5,4,3,8,8,3,54,33,10,33,18,7,11,19,56,24,209,637,974,774,724,471,304,328,542,85,4844
POA4371,4,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,22,47,28,24,17,9,15,13,0,184
POA4372,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,3,3,5,5,3,45
POA4373,0,0,4,3,0,5,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,5,8,17,38,33,30,27,14,22,13,30,9,215
POA4374,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,26,24,10,19,8,5,6,14,3,114
POA4375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,5,9,0,4,0,3,0,46
POA4376,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,19,6,10,15,7,6,5,14,5,77
POA4377,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,35,19,25,22,6,11,7,11,0,143
POA4378,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,23,28,19,22,7,3,10,20,0,134
POA4380,21,7,42,30,13,18,11,29,5,166,0,0,0,0,0,0,0,0,0,4,5,3,0,0,4,5,4,0,0,19,6,0,14,10,3,7,10,17,11,81,287,420,277,293,201,101,100,247,32,1962
POA4381,3,0,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,32,21,23,19,3,9,22,5,165
POA4382,0,0,3,3,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,43,12,13,8,0,5,23,5,147
POA4383,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,4,0,10,14,8,15,26,5,0,10,20,0,96
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,5,0,16
POA4385,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,5,13,51,39,19,26,24,14,17,28,10,229
POA4387,6,0,0,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,61,43,31,45,29,8,23,33,5,273
POA4388,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,7,4,11,0,6,9,0,66
POA4390,16,3,34,20,17,20,4,14,5,139,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,3,30,12,5,10,9,4,4,7,16,8,74,349,435,343,236,215,103,126,144,30,1979
POA4400,0,0,5,0,9,5,5,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,20,0,0,9,0,0,0,0,4,3,23,56,98,161,93,92,42,53,51,16,662
POA4401,8,0,38,17,6,10,5,21,4,115,0,0,0,0,0,0,0,0,0,0,4,9,4,6,0,0,5,8,0,31,13,0,7,11,0,3,9,31,13,92,166,186,267,216,117,68,99,222,30,1372
POA4402,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,11,3,7,0,3,4,0,46
POA4403,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,13,65,21,25,22,23,11,12,25,5,205
POA4404,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,51,16,20,13,18,5,8,21,5,161
POA4405,36,8,71,53,43,25,7,30,4,275,0,0,0,0,0,0,0,0,0,7,9,5,15,0,6,3,8,7,0,58,16,9,26,15,17,12,21,12,10,134,563,801,860,489,475,254,226,331,47,4049
POA4406,7,0,0,3,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,8,0,4,0,6,0,0,4,5,27,183,61,64,43,43,15,20,54,8,479
POA4407,0,0,4,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,13,47,18,12,12,15,0,13,14,4,132
POA4408,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,5,35,24,23,15,12,6,8,9,0,137
POA4410,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,4,0,0,4,7,3,28,54,37,43,36,23,3,26,25,3,245
POA4411,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,24,7,11,9,10,0,0,8,3,70
POA4412,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,20,4,6,7,9,3,5,3,0,64
POA4413,31,0,41,15,19,15,8,28,0,164,0,0,0,0,0,0,0,5,0,3,5,7,9,6,3,0,12,10,0,47,12,5,23,3,6,10,13,16,6,109,371,450,552,206,286,96,192,282,45,2470
POA4415,3,0,20,4,0,6,7,8,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,3,8,0,0,0,5,5,24,75,91,118,78,57,31,51,60,14,571
POA4416,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,53,17,20,6,11,4,10,19,0,141
POA4417,0,0,4,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,6,0,10,62,28,22,20,17,5,8,26,5,189
POA4418,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,31
POA4419,3,0,6,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,3,0,22,76,33,37,19,23,0,25,67,10,281
POA4420,0,0,6,0,4,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,16,83,56,45,21,23,13,16,38,6,303
POA4421,3,0,14,3,0,0,3,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,5,0,21,43,74,52,55,28,13,28,44,5,340
POA4422,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,10,8,10,9,0,11,20,0,110
POA4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,4,4,0,0,3,0,68
POA4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,13,4,8,6,0,9,4,0,73
POA4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,5,0,0,0,11,0,50
POA4426,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,6,6,4,3,3,0,48
POA4427,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,3,9,0,5,13,3,57
POA4428,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,31,27,13,19,10,10,17,0,177
POA4454,4,0,0,0,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,11,58,27,35,21,14,8,21,26,4,209
POA4455,25,7,46,21,31,22,10,14,0,177,0,0,0,0,0,0,0,0,0,4,4,6,3,0,4,0,10,9,0,42,18,4,20,6,9,9,9,14,11,113,450,605,523,271,376,157,152,211,53,2799
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,9
POA4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,7,0,0,10,0,44
POA4465,0,0,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,0,5,0,4,7,6,18,78,43,31,45,16,17,19,31,0,285
POA4467,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,3,0,0,0,0,10,0,39
POA4468,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,4,4,9,0,4,0,10,4,70
POA4470,12,0,16,12,7,4,0,11,4,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,6,0,10,5,5,3,3,15,7,52,121,226,131,135,89,33,28,71,10,855
POA4472,3,0,10,0,8,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,5,19,88,55,49,42,48,27,21,41,5,373
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,3,9,0,31
POA4477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,4,40,25,5,17,4,3,5,26,3,129
