postcode,check,difference,action
2295,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2296,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2297,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2299,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2300,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2302,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2303,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2304,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2305,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2306,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2307,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2308,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2311,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2312,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2315,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2317,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2318,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2319,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2322,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2323,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2324,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2325,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2326,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2327,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2328,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2329,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2330,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2331,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2333,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2334,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2335,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2336,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2337,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2339,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2340,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2341,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2342,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2343,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2346,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2347,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2350,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2352,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2353,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2354,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2355,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2356,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2357,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2358,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2359,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2360,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2361,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2365,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2369,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2370,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2371,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2372,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2379,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2380,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2381,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2382,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2386,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2387,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2388,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2390,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2395,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2396,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2397,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2398,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2399,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2400,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2403,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2404,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2405,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2406,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2408,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2409,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2415,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2421,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2423,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2424,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2425,labour_force_additivity,8.0,retain counts; ABS perturbation can break additivity
2426,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2427,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2428,labour_force_additivity,-10.0,retain counts; ABS perturbation can break additivity
2429,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2430,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2431,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2439,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2440,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2441,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2443,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2444,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2445,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2446,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2448,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2449,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2450,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2453,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2454,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2456,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2462,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2463,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2464,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2466,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2469,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2470,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2471,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2472,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2473,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2475,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2476,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2477,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2478,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2479,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2480,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2481,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2482,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2484,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2485,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2486,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2487,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2488,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2489,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2490,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2500,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2502,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
2505,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2506,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2515,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2517,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2518,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2519,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2525,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
2526,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2528,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2529,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2530,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2533,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2534,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2535,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2536,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2537,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2538,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2540,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2541,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2545,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2546,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2548,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2549,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2550,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2551,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2555,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2556,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2557,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2558,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2559,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2560,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2563,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2564,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2565,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2566,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2567,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2568,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2569,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2570,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2571,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2572,labour_force_additivity,-8.0,retain counts; ABS perturbation can break additivity
2573,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2574,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2575,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2576,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2578,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2579,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2580,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2581,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2583,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2584,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2585,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2586,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2587,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2588,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2594,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2600,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2601,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2602,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2603,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2604,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2606,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2609,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2611,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2612,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2614,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2615,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2617,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2618,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2620,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2622,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2623,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2626,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2627,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2628,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2631,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2632,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2633,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2640,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2641,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2642,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2643,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2644,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2646,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2647,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2648,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2650,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2651,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2652,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2653,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2655,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2656,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2658,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2659,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2660,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2661,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2665,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2666,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
2668,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2669,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2671,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2672,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2675,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2678,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2680,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2681,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2700,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2701,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2702,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2703,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2705,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2706,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2711,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2712,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2713,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2714,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2715,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2716,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2717,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2720,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2722,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2727,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2729,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2731,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2732,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2735,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2736,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2738,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2739,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2745,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2747,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2748,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2749,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2750,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2752,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2753,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2754,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2756,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2757,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2758,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2759,labour_force_additivity,-8.0,retain counts; ABS perturbation can break additivity
2760,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2761,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2762,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2763,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2765,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2766,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2767,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2768,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2769,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2770,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2773,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2774,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2775,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2776,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2777,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2778,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2779,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2782,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2783,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2784,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2785,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2786,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2787,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2790,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2791,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2792,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2793,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2794,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2797,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2798,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2799,labour_force_additivity,8.0,retain counts; ABS perturbation can break additivity
2800,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2804,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2805,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2806,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2807,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2808,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2810,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2817,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2818,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2820,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2821,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
2822,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2823,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2824,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2825,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2826,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2827,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2828,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2829,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2830,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2831,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2832,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2833,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2834,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2835,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2836,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2838,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2839,labour_force_additivity,-8.0,retain counts; ABS perturbation can break additivity
2840,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2842,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2843,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2844,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2845,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
2846,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
2847,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2848,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2849,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2850,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2852,labour_force_additivity,-5.0,retain counts; ABS perturbation can break additivity
2864,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2865,labour_force_additivity,-7.0,retain counts; ABS perturbation can break additivity
2866,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2867,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2868,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2869,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2870,labour_force_additivity,8.0,retain counts; ABS perturbation can break additivity
2871,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2873,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2875,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2876,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2877,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2878,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2879,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
2880,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2898,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2900,labour_force_additivity,6.0,retain counts; ABS perturbation can break additivity
2903,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
2904,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2905,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
2906,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
2911,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
2912,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
2913,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
2914,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3003,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3004,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3006,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3008,labour_force_additivity,9.0,retain counts; ABS perturbation can break additivity
3011,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3012,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3013,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3016,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3018,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3019,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3020,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3021,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3023,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3024,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3025,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3026,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3027,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3028,labour_force_additivity,2.0,retain counts; ABS perturbation can break additivity
3029,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3031,labour_force_additivity,5.0,retain counts; ABS perturbation can break additivity
3032,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3033,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3036,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3037,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3038,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3039,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3040,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3041,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3042,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3043,labour_force_additivity,-3.0,retain counts; ABS perturbation can break additivity
3044,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3045,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
3046,labour_force_additivity,1.0,retain counts; ABS perturbation can break additivity
3047,labour_force_additivity,-4.0,retain counts; ABS perturbation can break additivity
3048,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
3049,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3053,labour_force_additivity,-1.0,retain counts; ABS perturbation can break additivity
3056,labour_force_additivity,-2.0,retain counts; ABS perturbation can break additivity
3057,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3058,labour_force_additivity,-6.0,retain counts; ABS perturbation can break additivity
3059,labour_force_additivity,4.0,retain counts; ABS perturbation can break additivity
3060,labour_force_additivity,7.0,retain counts; ABS perturbation can break additivity
3061,labour_force_additivity,3.0,retain counts; ABS perturbation can break additivity
